Gene ID	Gene name	Control1	Control2	Control3	Control4	Infection10	Infection7	Infection8	Infection9
ENSMUSG00000016356	Col20a1	1.416758327	1.294950296	1.008897331	1.420766123	3.855863115	1.920643369	2.184077842	2.89754425
ENSMUSG00000027577	Chrna4	42.95014718	36.7918231	44.1897031	55.40987879	38.24386682	41.61393967	48.89907613	29.71667475
ENSMUSG00000016346	Kcnq2	161.4358831	136.1221281	150.5274818	229.5326603	139.2832187	121.960854	190.5001229	131.7371863
ENSMUSG00000016349	Eef1a2	382.748447	462.1449084	346.5898631	541.4697557	277.1499978	334.7681393	304.3755148	212.7336558
ENSMUSG00000016344	Ppdpf	13.27278854	15.92027128	13.99004299	16.33881041	10.70198742	16.70959731	13.22580471	8.490478501
ENSMUSG00000038751	Ptk6	0.223698683	0	0.201779466	0.315725805	0.629528672	0.192064337	0.121337658	0.33692375
ENSMUSG00000027579	Srms	0.074566228	0.380867734	0	0.078931451	0.157382168	0	0.182006487	0.269539
ENSMUSG00000083993	Gm14398	0	0	0.067259822	0	0	0.064021446	0.060668829	0.20215425
ENSMUSG00000047841	Fndc11	0	0.076173547	0.134519644	0	0.039345542	0	0.060668829	0
ENSMUSG00000027580	Helz2	2.98264911	2.513727044	3.90106968	4.420161271	27.50253385	23.559892	34.09588187	56.53580526
ENSMUSG00000038705	Gmeb2	16.70283502	19.19573379	21.11958413	20.52217733	31.31905143	21.70327007	22.08345374	27.02128475
ENSMUSG00000027581	Stmn3	684.6671032	629.1934966	660.9622715	832.8057424	521.2497403	476.51162	509.8001696	431.8014781
ENSMUSG00000038685	Rtel1	13.64561968	10.81664365	10.89609118	10.18215721	8.419945986	10.43549564	12.01242813	9.164326001
ENSMUSG00000038671	Arfrp1	36.68658405	31.76436902	38.74165751	40.88649176	47.45072364	39.62927486	41.01212837	41.10469751
ENSMUSG00000027582	Zgpat	6.561828042	7.160313399	6.322423275	9.234979799	4.800156123	7.298444804	6.734240013	5.458164751
ENSMUSG00000085028	Slc2a4rg-ps	16.70283502	17.82460995	16.1423573	16.25987896	2.439423604	7.298444804	7.219590644	5.256010501
ENSMUSG00000027583	Zbtb46	20.50571263	17.67226286	21.79218235	26.20524182	34.46669479	17.28579032	30.21307681	22.16958275
ENSMUSG00000000827	Tpd52l2	41.68252131	42.50483911	42.91176648	40.1761087	47.33268702	50.70498495	38.10002458	48.38225051
ENSMUSG00000000826	Dnajc5	221.6108289	219.684509	237.2926523	260.6316521	224.2302438	236.2391344	235.9410758	226.6149143
ENSMUSG00000089917	Uckl1	17.00109993	18.66251897	18.22741178	18.31209669	14.95130596	19.33447659	22.02278491	20.0806555
ENSMUSG00000000823	Zfp512b	31.24324943	27.19395621	29.93062082	36.46633049	42.65056752	25.41651392	35.18792079	36.5225345
ENSMUSG00000002455	Prpf6	69.79398917	64.82368833	61.34095773	68.3546368	38.28321236	57.17115096	57.99940047	78.77277276
ENSMUSG00000038605	Samd10	7.232924092	8.683784335	8.541997403	9.392842701	8.065836109	6.786273239	9.100324342	4.919086751
ENSMUSG00000108976	Gm29797	0.149132455	0.22852064	0.067259822	0.315725805	0	0.192064337	0.121337658	0
ENSMUSG00000046470	Sox18	0.820228505	2.513727044	1.412456263	1.657560477	1.18036626	0.832278793	2.669428474	5.862473251
ENSMUSG00000059540	Tcea2	14.61498064	17.67226286	12.77936619	26.59989908	18.21698594	14.40482527	19.2926876	14.21818225
ENSMUSG00000002458	Rgs19	10.36470566	13.63506488	9.214595624	11.76078624	9.324893452	16.26144719	9.949687947	15.29633825
ENSMUSG00000027584	Oprl1	27.81320295	30.16472453	26.36585025	31.57258051	19.00389678	22.21544164	20.7487395	17.99172825
ENSMUSG00000010505	Myt1	11.03580171	7.922048867	12.30854744	10.57681447	8.065836109	6.082037337	9.949687947	10.04032775
ENSMUSG00000027589	Pcmtd2	46.15649498	44.25683069	53.60607819	43.17550385	29.35177433	37.13243848	40.28410242	42.51977726
ENSMUSG00000038628	Polr3k	36.38831914	36.71564956	39.88507449	37.17671355	33.20763744	35.59592378	36.03728439	37.39853625
ENSMUSG00000083397	Gm5466	5.741599537	4.341892168	3.56477057	3.946572564	4.052590825	5.185737097	3.397454421	5.256010501
ENSMUSG00000103028	Gm8747	0	0	0	0.078931451	0	0	0	0
ENSMUSG00000017688	Hnf4g	0	0	0	0	0	0	0.060668829	0.20215425
ENSMUSG00000069125	Rps24-ps2	6.934659181	8.455263695	7.667619716	7.893145127	43.43747836	46.03141942	39.31340116	73.11245376
ENSMUSG00000103224	Gm2077	0.074566228	0	0.067259822	0	0	0	0	0
ENSMUSG00000091223	Gm8775	1.64045701	1.218776749	1.277936619	0.868245964	0.944293008	2.112707706	1.395383066	1.4824645
ENSMUSG00000098659	1110015O18Rik	0.969360961	0.533214828	1.008897331	0.789314513	0.118036626	0.192064337	0.788694776	0.06738475
ENSMUSG00000104141	Gm6140	4.101142526	2.589900591	2.219574128	3.157258051	2.872224565	4.289436858	1.456051895	4.110469751
ENSMUSG00000025255	Zfhx4	36.31375291	29.63150971	35.44592623	35.36129017	23.52863411	35.46788089	32.39715466	28.032056
ENSMUSG00000040374	Pex2	11.48319907	12.94950296	11.97224833	8.208870932	12.03973585	14.46884672	9.707012631	13.00525675
ENSMUSG00000103034	Gm8797	518.6826802	511.810061	482.6564832	735.1675371	1112.809964	571.2633595	1058.064377	699.2515508
ENSMUSG00000103733	Gm6162	0.894794733	0.457041281	0.403558932	1.183971769	0.19672771	0.320107228	0.364012974	0.4043085
ENSMUSG00000104274	Gm8823	0	0	0	0	0.039345542	0	0	0
ENSMUSG00000027499	Pkia	135.9342332	120.9635923	136.7392183	148.2332655	155.6509641	115.4306665	192.6235319	170.6855718
ENSMUSG00000102268	Gm8826	0.149132455	0.152347094	0	0.157862903	0.275418794	0.256085783	0.121337658	0.20215425
ENSMUSG00000043542	Zc2hc1a	107.8973316	97.95918119	107.6829751	110.1093745	61.57577322	89.56600246	84.57234755	85.10693926
ENSMUSG00000040329	Il7	0.298264911	0.22852064	0	0.552520159	1.337748428	0.320107228	0.970701263	1.617234
ENSMUSG00000100010	1700010I02Rik	0	0	0.067259822	0.078931451	0	0	0	0
ENSMUSG00000103725	Gm7103	0.074566228	0	0	0	0	0	0	0.06738475
ENSMUSG00000103921	Gm5841	1.342192099	1.599644483	2.690392883	3.157258051	2.793533481	2.368793489	1.516720724	2.35846625
ENSMUSG00000027500	Stmn2	414.5882263	455.9748512	430.5973809	449.9882037	276.2057048	352.822187	299.9466903	325.1314188
ENSMUSG00000098047	Gm18822	0	0	0	0.078931451	0	0	0	0
ENSMUSG00000104102	Gm32496	0	0	0	0	0.157382168	0	0	0
ENSMUSG00000040289	Hey1	42.05535245	54.08321823	52.39540139	59.2775199	33.99454828	44.04675461	39.79875179	41.17208226
ENSMUSG00000040269	Mrps28	9.022513557	12.94950296	13.92278317	13.65514107	18.72847799	17.73394044	13.77182417	20.3501945
ENSMUSG00000081594	Gm15467	0	0.076173547	0	0.315725805	0.118036626	0.192064337	0	0
ENSMUSG00000081657	Gm15466	0.372831139	0.076173547	0.201779466	0.157862903	0.078691084	0	0.060668829	0.33692375
ENSMUSG00000027506	Tpd52	48.84087917	49.81749961	47.14913527	55.56774169	66.96611247	59.21983722	58.30274462	70.28229426
ENSMUSG00000103011	Gm8860	0.223698683	0.076173547	0.201779466	0	0.19672771	0	0.303344145	0.06738475
ENSMUSG00000069114	Zbtb10	12.00516267	10.20725527	13.25018495	10.34002012	10.34787754	15.10906117	11.28440218	11.051099
ENSMUSG00000097365	C030034L19Rik	0	0.304694187	0	0.236794354	0.078691084	0.320107228	0.060668829	0.20215425
ENSMUSG00000040209	Zfp704	32.13804416	35.57304636	33.29361192	34.3351813	19.86949871	24.52021368	24.63154455	25.26928125
ENSMUSG00000103876	Gm17806	0	0	0	0	0	0	0	0.06738475
ENSMUSG00000027508	Pag1	26.54557708	24.07084079	23.13737879	24.86340715	25.49591121	24.64825657	24.57087572	24.9323575
ENSMUSG00000089794	Gm16337	0	0	0	0.078931451	0	0	0	0
ENSMUSG00000102795	Gm6236	0	0	0	0	0.078691084	0	0	0
ENSMUSG00000027533	Fabp5	72.25467469	79.60135641	68.60501851	88.00856817	98.0097451	72.28021214	97.98015874	79.17708126
ENSMUSG00000104000	Gm38335	0	0	0.134519644	0.078931451	0.472146504	0.512171565	0	0.4043085
ENSMUSG00000049230	Gm9833	10.96123548	6.093883744	7.667619716	11.12933463	4.406700703	10.11538841	6.612902355	8.760017501
ENSMUSG00000103045	Gm37308	0	0	0	0.473588708	0	0	0	0
ENSMUSG00000027528	Fabp9	0	0	0	0	0	0.064021446	0	0
ENSMUSG00000062515	Fabp4	0.223698683	0.076173547	0.067259822	0.315725805	0.550837588	0.576193011	1.15270775	0.808617
ENSMUSG00000104434	Gm37421	0	0	0	0.315725805	0.039345542	0	0	0.06738475
ENSMUSG00000027530	Fabp12	0.074566228	0	0.067259822	0	0	0.064021446	0	0.1347695
ENSMUSG00000027531	Impa1	66.96047252	66.42333281	71.09363193	76.48457628	62.4020296	71.3839119	78.44479582	78.50323376
ENSMUSG00000058921	Slc10a5	0	0	0	0.078931451	0.039345542	0	0	0.33692375
ENSMUSG00000039795	Zfand1	15.50977537	16.91052739	17.82385285	15.31270155	12.19711802	11.26777443	13.22580471	14.4203365
ENSMUSG00000027536	Chmp4c	0.149132455	0.457041281	0.269039288	0.157862903	0.511492046	0.640214456	0.121337658	0.47169325
ENSMUSG00000027534	Snx16	67.33330366	61.47205227	64.36764972	60.22469732	32.53876323	43.3425187	49.44509559	42.92408576
ENSMUSG00000104177	Gm2429	0.820228505	0.990256108	1.210676797	0.710383061	1.416439512	0.768257348	1.031370092	1.41507975
ENSMUSG00000095661	Gm8935	1.416758327	1.980512217	1.008897331	1.183971769	0.98363855	1.792600478	0.910032434	1.2129255
ENSMUSG00000103735	Gm38317	0	0	0	0	0	0.064021446	0	0.06738475
ENSMUSG00000102215	Gm2464	4.324841209	4.722759902	3.699290214	5.761995943	3.619789863	3.777265293	6.370227039	2.49323575
ENSMUSG00000039717	Ralyl	50.63046864	48.90341705	52.19362193	68.038911	48.19828894	48.08010568	61.57886138	43.86747226
ENSMUSG00000097338	Gm2464	0.372831139	0.685561921	0.33629911	4.262298369	0.157382168	0.192064337	0.182006487	0.1347695
ENSMUSG00000104514	Gm37164	0	0	0	0.078931451	0.078691084	0	0	0
ENSMUSG00000104375	Gm6300	0.372831139	0.22852064	0	0.473588708	0.078691084	0	0.121337658	0.539078
ENSMUSG00000103626	Gm37358	0	0	0	0.157862903	0	0	0	0
ENSMUSG00000098083	Gm8957	0	0	0	0.078931451	0	0	0.060668829	0
ENSMUSG00000027550	Lrrcc1	53.31485284	51.264797	41.43205039	41.04435466	27.85664373	44.11077605	29.66705735	39.42007876
ENSMUSG00000027552	E2f5	16.10630519	17.9007835	13.58648406	7.577419322	10.78067851	13.82863226	10.92038921	10.17509725
ENSMUSG00000078784	1810022K09Rik	49.66110768	49.51280542	41.16301111	8.919253994	33.40436515	48.40021291	33.1251806	38.54407701
ENSMUSG00000027555	Car13	0.521963594	1.066429655	0.672598221	0.868245964	7.436307437	7.106380467	4.671499829	8.557863251
ENSMUSG00000027556	Car1	0.074566228	0	0	0.315725805	0.275418794	0	0.060668829	0
ENSMUSG00000097790	Gm16399	100.0678776	90.18947941	100.0153554	106.6363907	89.82587237	60.50026614	165.625903	92.65403126
ENSMUSG00000027559	Car3	1.64045701	1.67581803	1.412456263	2.131149184	0.432800962	0.512171565	0.728025947	0.6738475
ENSMUSG00000027562	Car2	174.4849729	204.1451054	189.1346197	188.7251	78.1402464	113.8941518	81.47823727	99.32512151
ENSMUSG00000098008	A930001A20Rik	0	0.152347094	0.470818754	0	0.078691084	0	0.242675316	0
ENSMUSG00000103912	Gm33819	0	0	0.067259822	0	0	0	0	0
ENSMUSG00000078783	Gm9733	0	0	0	0	0	0	0	0.269539
ENSMUSG00000095788	Sirpb1a	0	0	0	0	0.078691084	0	0	0.1347695
ENSMUSG00000095028	Sirpb1b	0	0	0	0.157862903	1.849240474	1.216407467	1.15270775	2.08892725
ENSMUSG00000074677	Sirpb1c	0.521963594	0.761735468	0.403558932	0.078931451	19.59407991	17.54187611	10.79905155	32.614219
ENSMUSG00000103688	Gm6321	0.372831139	0.533214828	0.33629911	0.552520159	0.472146504	0.768257348	0.424681803	0.6738475
ENSMUSG00000078780	Gm5150	0	0	0	0.236794354	1.141020718	0.640214456	0.54601946	1.886773
ENSMUSG00000047213	Ythdf3	38.47617352	37.47738503	44.72778168	49.09536269	51.18855013	41.54991823	92.15595117	59.50073426
ENSMUSG00000095827	Gm5283	0	0	0	0	0	0	0.060668829	0
ENSMUSG00000104411	Gm30340	0.447397366	0.457041281	0.134519644	0.789314513	0.39345542	0.384128674	0.303344145	0.20215425
ENSMUSG00000100252	Mir124-2hg	58.01252519	54.15939178	54.41319605	64.64485859	33.60109286	47.75999845	50.05178388	51.68410326
ENSMUSG00000027564	Cypt12	0.074566228	0	0	0	0	0.064021446	0	0
ENSMUSG00000082896	Gm5844	2157.872065	1944.253609	1726.290593	1842.970456	901.4063671	1563.083595	1010.864028	1124.179784
ENSMUSG00000025128	Bhlhe22	74.19339661	67.03272118	79.29933022	73.64304404	48.94585424	69.78337576	120.7309696	96.15803826
ENSMUSG00000039519	Cyp7b1	7.829453913	8.226743055	9.349115268	8.998185445	10.50525971	11.779946	10.0710256	12.19663975
ENSMUSG00000104091	Gm37317	0.223698683	0.304694187	0	0.157862903	0.157382168	0	0	0
ENSMUSG00000103264	Gm30341	0.149132455	0	0	0	0	0	0	0
ENSMUSG00000027599	Armc1	157.8567041	154.5561265	170.5036489	159.5993945	115.3611291	139.1826228	173.3308443	146.6966008
ENSMUSG00000027601	Mtfr1	6.263563131	6.779445665	5.179006299	8.287802383	5.980522383	7.362466249	6.491564697	7.884015751
ENSMUSG00000069094	Pde7a	36.23918669	38.16294695	41.56657004	39.30786273	32.77483648	31.24246548	33.1251806	33.49022075
ENSMUSG00000027606	Dnajc5b	0	0.076173547	0	0.078931451	0	0	0.060668829	0
ENSMUSG00000084339	Gm6141	0.074566228	0.22852064	0.538078577	0.868245964	0.747565298	0.832278793	0.606688289	0.9433865
ENSMUSG00000082766	1700064H15Rik	0	0.22852064	0	0.394657256	0	0	0	0.06738475
ENSMUSG00000060913	Trim55	0	0	0	0	0.19672771	0.320107228	0.121337658	0.4043085
ENSMUSG00000104465	BC002189	5.219635942	3.884850887	3.766550036	3.0783266	2.203350352	2.880965054	0.910032434	3.234468
ENSMUSG00000049796	Crh	19.76005035	19.0433867	19.5053484	21.7061491	8.026490567	16.26144719	13.46848003	12.398794
ENSMUSG00000106182	Gm7442	0	0.152347094	0	0	0.039345542	0	0	0
ENSMUSG00000048106	4632415L05Rik	20.13288149	15.61557709	21.92670199	24.7844757	14.2430862	17.99002623	16.19857733	22.7760455
ENSMUSG00000104031	Gm17771	0	0	0	0	0.039345542	0	0	0
ENSMUSG00000003617	Cp	21.62420605	21.3285931	27.24022794	25.25806441	141.7619878	167.8642305	84.39034106	174.0548093
ENSMUSG00000027615	Hps3	7.904020141	10.51194946	6.591462563	6.945967712	11.01675176	10.43549564	9.282330828	12.129255
ENSMUSG00000002428	Hltf	33.48023626	39.53407079	30.19966011	32.36189502	30.80755938	36.42820257	24.51020689	34.231453
ENSMUSG00000019528	Gyg	27.06754067	32.83079867	32.28471459	34.0194555	33.67978395	37.19645992	29.72772618	35.9834565
ENSMUSG00000001865	Cpa3	0.149132455	0	0.067259822	0.078931451	0.118036626	0	0.060668829	0
ENSMUSG00000011463	Cpb1	0.223698683	0.076173547	0	3.394052405	0.157382168	0.128042891	0.121337658	0.06738475
ENSMUSG00000054988	Agtr1b	0.074566228	0	0	0.157862903	0	0	0	0
ENSMUSG00000039617	Gm7488	0.223698683	0.152347094	0.538078577	0.868245964	0.747565298	0.576193011	1.334714237	1.14554075
ENSMUSG00000105440	Gm43673	0.149132455	0	0	0	0	0.064021446	0	0
ENSMUSG00000103441	7530428D23Rik	0.820228505	0.304694187	0.403558932	0.473588708	0.236073252	0	0.242675316	0
ENSMUSG00000106321	Gm43674	1.342192099	1.371123842	1.748755374	1.026108867	0.708219756	1.02434313	1.15270775	0.60646275
ENSMUSG00000106019	Gm43672	7.754887686	6.398577931	6.389683097	6.630241907	3.619789863	3.201072282	3.45812325	5.121241001
ENSMUSG00000027630	Tbl1xr1	60.39864448	65.96629153	63.89683097	61.32973764	65.47098188	74.52096273	64.551634	68.59767551
ENSMUSG00000103293	Gm5842	0.074566228	0.152347094	0.201779466	0.394657256	0.157382168	0.320107228	0.060668829	0
ENSMUSG00000103801	Spin3-ps	0.447397366	0.076173547	0.134519644	0.710383061	0.275418794	0.064021446	0.303344145	0.539078
ENSMUSG00000103275	Gm36983	0	0	0	0	0	0	0	0.06738475
ENSMUSG00000103607	Gm37021	0	0	0	0	0.157382168	0	0	0
ENSMUSG00000102203	4930412E21Rik	0	0	0	0	0	0.064021446	0.121337658	0
ENSMUSG00000102758	Naaladl2	2.684384199	2.818421232	3.699290214	2.920463697	3.383716611	2.432814935	4.064811539	2.76277475
ENSMUSG00000057036	Gm7536	498.6243649	414.993483	485.0778368	498.2153204	578.3794673	532.2102777	577.6885892	635.8425011
ENSMUSG00000063887	Nlgn1	120.9464214	114.6411879	124.9687494	128.6582656	111.5839571	141.2953305	115.4527815	142.3839768
ENSMUSG00000102397	Gm37573	0	0	0	0.078931451	0	0.192064337	0	0
ENSMUSG00000104295	Gm6197	0.149132455	0.152347094	0	0	0.078691084	0.064021446	0	0.06738475
ENSMUSG00000102274	Gm4855	0	0.152347094	0	0	0	0.064021446	0.060668829	0
ENSMUSG00000039335	Spata16	0	0	0	0	0.118036626	0	0	0
ENSMUSG00000102908	Gm7558	0	0	0	0	0	0	0	0.06738475
ENSMUSG00000027699	Ect2	0.969360961	0.533214828	0.33629911	0.157862903	0.629528672	1.984664815	0.970701263	1.2129255
ENSMUSG00000097584	1700125G22Rik	0	0	0	0	0	0	0	0.06738475
ENSMUSG00000027698	Nceh1	52.79288925	51.56949118	62.88793364	66.38135052	58.70354865	55.31452904	64.06628337	65.63274651
ENSMUSG00000039304	Tnfsf10	1.043927188	1.828165123	2.421353595	2.052217733	11.5282438	10.88364576	18.07931103	30.12098325
ENSMUSG00000051136	Ghsr	0	0.304694187	0.201779466	0	0	0.128042891	0.303344145	0.269539
ENSMUSG00000039286	Fndc3b	19.01438808	14.24445325	14.66264121	17.91743944	16.60381872	20.67892694	16.1379085	23.78681675
ENSMUSG00000043164	Tmem212	4.324841209	2.742247685	4.640927723	2.841532246	4.564082871	4.161393967	4.125480368	2.76277475
ENSMUSG00000027695	Pld1	7.158357864	5.94153665	8.407477759	6.393447553	7.082197559	6.018015891	6.976915329	8.153554751
ENSMUSG00000109716	Gm45681	0	0	0	0.078931451	0	0	0.060668829	0.06738475
ENSMUSG00000027692	Tnik	178.5115492	166.2106791	176.0862142	193.1452613	138.0635069	144.9445529	145.423183	141.1036665
ENSMUSG00000027690	Slc2a2	0	0.609388374	0.201779466	0.315725805	0.629528672	0.384128674	0.242675316	0.47169325
ENSMUSG00000050192	Eif5a2	17.89589466	21.93798148	17.42029392	18.7856854	13.06271994	15.81329708	13.10446705	12.87048725
ENSMUSG00000103827	Gm32950	0.074566228	0.380867734	0.470818754	0	0.157382168	0	0.121337658	0.539078
ENSMUSG00000039221	Rpl22l1	222.4310574	246.9546387	223.8406878	192.9084669	194.6817418	217.4168294	221.5018945	248.784497
ENSMUSG00000063600	Egfem1	5.443334626	4.875106995	3.833809858	5.683064491	1.849240474	3.649222402	3.276116763	4.110469751
ENSMUSG00000102574	Gm33206	0	0.076173547	0	0	0	0	0	0
ENSMUSG00000102590	Mannr	0.149132455	0	0.134519644	0	0	0	0	0
ENSMUSG00000027684	Mecom	2.833516654	3.656330246	4.842707189	3.630846758	4.918192749	8.514852271	3.700798566	6.671090251
ENSMUSG00000104243	Gm38153	0	0	0	0	0	0.128042891	0	0
ENSMUSG00000037737	Actrt3	1.789589466	1.980512217	1.816015196	1.499697574	0.98363855	1.280428913	2.366084329	0.9433865
ENSMUSG00000037730	Mynn	11.78146398	13.1780236	12.24128762	9.94536286	12.59057344	11.71592455	9.342999657	13.54433475
ENSMUSG00000027702	Lrrc34	0.521963594	0.22852064	0.403558932	0.552520159	0.236073252	0.192064337	0.121337658	0.1347695
ENSMUSG00000027703	Lrriq4	0	0.076173547	0.067259822	0.157862903	0.078691084	0	0.121337658	0.20215425
ENSMUSG00000074653	Lrrc31	0	0	0	0	0.157382168	0.064021446	0	0
ENSMUSG00000051860	Samd7	0.223698683	0.304694187	0	0.078931451	0	0.128042891	0	0.06738475
ENSMUSG00000027706	Sec62	565.7339699	543.3459093	555.0280517	519.8425381	359.4215261	499.8154262	374.5086811	420.0765316
ENSMUSG00000104361	Gm38080	0	0	0.067259822	0	0	0	0	0.06738475
ENSMUSG00000037661	Gpr160	0.596529822	0.304694187	0.739858043	0.552520159	1.455785054	1.984664815	1.516720724	2.08892725
ENSMUSG00000037652	Phc3	57.49056159	52.02653247	61.94629613	74.51129	88.21270515	65.75002468	93.55133423	88.27402251
ENSMUSG00000102741	Gm2979	0	0	0	0	0.078691084	0	0.060668829	0
ENSMUSG00000037643	Prkci	21.92247096	28.86977424	30.73773869	33.30907244	27.50253385	20.55088405	39.67741413	32.34468
ENSMUSG00000027660	Skil	41.23512394	43.72361586	45.53489954	50.04254011	63.42501369	74.20085551	52.84255001	86.11771051
ENSMUSG00000037625	Cldn11	286.7817119	315.6631779	315.7176048	345.798688	659.4312838	533.1705994	464.5412232	477.2861843
ENSMUSG00000069072	Slc7a14	54.95530985	52.71209439	61.60999702	59.67217716	58.4674754	66.00611046	80.81088015	88.00448351
ENSMUSG00000103998	Gm38025	0	0	0.201779466	0	0.19672771	0	0.121337658	0.269539
ENSMUSG00000037610	Kcnmb2	4.697672348	3.275462512	4.775447367	6.945967712	2.282041436	4.41747975	4.428824513	4.447393501
ENSMUSG00000103643	Gm37770	0	0	0	0.078931451	0.157382168	0	0	0
ENSMUSG00000027663	Zmat3	129.0741402	113.3462376	126.9192842	142.8659268	75.50409508	83.1638579	98.76885352	74.46014876
ENSMUSG00000027665	Pik3ca	125.1966964	141.1495822	144.6758773	132.1312494	109.183879	132.6524354	114.6034179	102.4922048
ENSMUSG00000091091	Kcnmb3	0	0.076173547	0	0.315725805	0	0	0	0
ENSMUSG00000027667	Zfp639	45.55996515	45.09473971	44.25696292	51.62116913	56.57888939	46.99174111	56.96803038	57.34442226
ENSMUSG00000027668	Mfn1	52.64375679	49.05576414	53.67333801	62.0401207	52.44760748	53.90605724	56.30067326	46.96717076
ENSMUSG00000027669	Gnb4	24.60685516	24.60405562	20.85054484	33.78266114	19.31866112	22.47152742	25.72358347	31.1317545
ENSMUSG00000027671	Actl6a	18.56699071	15.08236227	18.83275018	4.578024174	39.34554199	24.64825657	26.93696005	27.762517
ENSMUSG00000037531	Mrpl47	31.09411697	31.07880709	28.98898331	33.23014098	23.76470736	28.87367199	27.96833014	31.9403715
ENSMUSG00000027673	Ndufb5	162.1815454	176.4179344	148.9805059	180.7530234	145.4604687	130.5397277	176.6676299	129.0417963
ENSMUSG00000056900	Usp13	55.40270722	50.57923508	51.38650406	51.14758042	27.38449723	43.53458304	38.7673817	37.66807526
ENSMUSG00000027674	Pex5l	88.9575097	97.57831345	95.23990805	117.2132051	97.85236294	107.4279858	127.7685538	96.76450101
ENSMUSG00000103423	Gm5845	0.820228505	0.457041281	0.672598221	0.473588708	0.629528672	0.44815012	1.69872721	0.47169325
ENSMUSG00000104954	Gm42694	6.039864448	5.48449537	3.833809858	6.156653199	3.305025527	5.185737097	2.002071355	4.851702001
ENSMUSG00000104588	Gm43666	0.149132455	0.22852064	0.269039288	0	0.039345542	0.192064337	0	0
ENSMUSG00000027677	Ttc14	119.0822657	106.8714862	112.7947216	98.50645119	48.55239882	82.77972922	73.83396483	86.92632751
ENSMUSG00000027676	Ccdc39	12.00516267	12.56863522	11.16513046	12.86582656	5.429684795	8.898980945	9.100324342	8.288324251
ENSMUSG00000044434	Gm9791	0	0	0	0	0.078691084	0	0.121337658	0
ENSMUSG00000105535	Gm43077	0	0	0	0.078931451	0.118036626	0	0	0.1347695
ENSMUSG00000027680	Fxr1	73.96969793	75.0309436	61.40821755	73.80090694	63.18894044	80.98712874	71.40721167	70.14752476
ENSMUSG00000027679	Dnajc19	22.22073587	29.93620389	27.4420074	22.57439506	13.61355753	16.38949009	14.07516832	15.70064675
ENSMUSG00000105265	Sox2ot	2.460685516	0.990256108	1.277936619	0.947177415	1.888586016	1.792600478	0.910032434	0.9433865
ENSMUSG00000092242	Gm20515	1.565890783	2.13285931	1.816015196	3.315120953	0.78691084	0.576193011	0.424681803	0.74123225
ENSMUSG00000106525	Gm42695	0	0	0	0.947177415	0	0	0.060668829	0
ENSMUSG00000105222	Gm43207	0	0.076173547	0	0.315725805	0	0	0	0
ENSMUSG00000074637	Sox2	50.85416732	49.20811123	53.40429872	54.69949573	38.59797669	55.31452904	34.33855718	44.67608926
ENSMUSG00000105153	Gm3143	0	0	0	0.236794354	0	0	0	0
ENSMUSG00000106519	Gm38509	0	0	0	0	0	0	0	0.1347695
ENSMUSG00000105651	Gm43003	0	0	0.134519644	0.078931451	0.118036626	0.256085783	0.060668829	0
ENSMUSG00000106496	Gm7733	1.715023238	1.447297389	2.017794662	1.578629025	1.219711802	1.408471804	2.002071355	1.886773
ENSMUSG00000105662	Gm6639	0	0	0	0	0	0.064021446	0	0.06738475
ENSMUSG00000037400	Atp11b	64.27608832	60.10092843	69.07583727	92.42872944	87.34710322	65.4939389	81.35689961	84.29832226
ENSMUSG00000097713	Gm7741	0	0	0	0	0	0	0.060668829	0
ENSMUSG00000027708	Dcun1d1	75.53558871	73.96451394	81.65342399	86.42993914	73.02532594	78.49029236	73.71262717	81.19862376
ENSMUSG00000027709	Mccc1	21.92247096	23.23293177	22.73381986	25.49485876	27.06973289	22.15142019	23.66084329	20.754503
ENSMUSG00000106096	B230207O21Rik	0	0	0	0	0.039345542	0.064021446	0	0.06738475
ENSMUSG00000047696	Ccdc144b	0	0	0	0	0	0.128042891	0	0
ENSMUSG00000027710	Acad9	42.27905113	38.84850887	39.21247627	47.59566512	33.71912949	39.62927486	32.88250529	34.9053005
ENSMUSG00000033883	D3Ertd254e	32.28717661	30.08855099	33.29361192	34.57197566	23.52863411	30.21812235	25.54157699	29.98621375
ENSMUSG00000058400	Qrfpr	2.908082882	3.275462512	2.488613417	2.367943538	0.826256382	3.521179511	1.274045408	2.2910815
ENSMUSG00000106180	Gm18893	0	0.076173547	0	0.315725805	0	0	0.121337658	0
ENSMUSG00000105281	Gm17835	0	0	0	0	0.078691084	0	0	0
ENSMUSG00000027712	Anxa5	47.87151821	56.29225109	57.77618716	54.77842718	66.65134814	89.30991668	49.62710208	67.18259576
ENSMUSG00000027713	1810062G17Rik	0.074566228	0	0	0.236794354	0.39345542	0.384128674	0.060668829	0
ENSMUSG00000085007	Gm11549	14.2421495	17.51991576	13.38470459	17.75957654	25.73198446	37.19645992	30.27374564	42.45239251
ENSMUSG00000027714	Exosc9	33.92763363	36.48712892	32.35197442	3.551915307	39.50292416	40.3975322	38.88871935	42.72193151
ENSMUSG00000027715	Ccna2	1.938721921	1.066429655	1.816015196	2.289012087	5.547721421	2.304772043	3.822136223	4.919086751
ENSMUSG00000037325	Bbs7	8.798814874	9.674040444	8.676517047	9.392842701	3.934554199	9.283109619	6.006214065	6.199397001
ENSMUSG00000027716	Trpc3	41.01142526	34.5066167	44.39148257	33.30907244	36.39462634	36.17211679	33.00384295	34.231453
