	myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	cluster	gene
ENSG00000111229	0.829	0.781671202474189	0.658	0.78167120247419	0.955	0.709	4	ENSG00000111229
ENSG00000147604.1	0.172	-0.432244371003657	0.656	-0.432244371003658	1	1	4	ENSG00000147604
ENSG00000181163	0.173	-0.764016973919288	0.654	-0.764016973919289	0.852	0.975	4	ENSG00000181163
ENSG00000102524	0.825	1.28159256427349	0.65	1.28159256427349	0.667	0.026	4	ENSG00000102524
ENSG00000101160	0.825	1.22678365021739	0.65	1.22678365021739	0.691	0.051	4	ENSG00000101160
ENSG00000164713	0.824	1.1826994158233	0.648	1.1826994158233	0.728	0.13	4	ENSG00000164713
ENSG00000067560	0.822	0.876923708394377	0.644	0.876923708394378	0.897	0.538	4	ENSG00000067560
ENSG00000067082	0.821	0.950155927408999	0.642	0.950155927408998	0.959	0.671	4	ENSG00000067082
ENSG00000161016	0.18	-0.511045165453173	0.64	-0.511045165453172	1	0.999	4	ENSG00000161016
ENSG00000120738	0.818	1.46982030046803	0.636	1.46982030046803	0.77	0.205	4	ENSG00000120738
ENSG00000149925	0.817	0.76182321675562	0.634	0.761823216755621	0.942	0.717	4	ENSG00000149925
ENSG00000106066	0.816	1.32196984823089	0.632	1.32196984823089	0.634	0.003	4	ENSG00000106066
ENSG00000112149	0.816	1.15683839289796	0.632	1.15683839289796	0.716	0.105	4	ENSG00000112149
ENSG00000158517	0.815	1.27611460176089	0.63	1.27611460176089	0.765	0.214	4	ENSG00000158517
ENSG00000112137	0.814	1.29700859610946	0.628	1.29700859610946	0.658	0.035	4	ENSG00000112137
ENSG00000137575	0.814	1.05235542191636	0.628	1.05235542191636	0.737	0.162	4	ENSG00000137575
ENSG00000112799	0.813	1.17939976862606	0.626	1.17939976862606	0.667	0.044	4	ENSG00000112799
ENSG00000169413	0.813	1.15063319194407	0.626	1.15063319194407	0.638	0.013	4	ENSG00000169413
ENSG00000143933	0.812	1.0228643836134	0.624	1.0228643836134	0.868	0.436	4	ENSG00000143933
ENSG00000117410	0.811	1.00622975179259	0.622	1.00622975179259	0.778	0.232	4	ENSG00000117410
ENSG00000116251.2	0.189	-0.525656260039652	0.622	-0.525656260039651	0.979	0.996	4	ENSG00000116251
ENSG00000198918.1	0.19	-0.3234372635341	0.62	-0.3234372635341	1	1	4	ENSG00000198918
ENSG00000205246	0.19	-0.921329946113696	0.62	-0.921329946113694	0.453	0.841	4	ENSG00000205246
ENSG00000196683	0.191	-0.626985048707957	0.618	-0.626985048707956	0.922	0.983	4	ENSG00000196683
ENSG00000113648	0.808	1.02880416915098	0.616	1.02880416915098	0.749	0.221	4	ENSG00000113648
ENSG00000163660	0.806	0.86968741547646	0.612	0.86968741547646	0.926	0.658	4	ENSG00000163660
ENSG00000168685.1	0.194	-1.48681764864145	0.612	-1.48681764864145	0.103	0.671	4	ENSG00000168685
ENSG00000265681	0.195	-0.696693563685165	0.61	-0.696693563685165	0.835	0.96	4	ENSG00000265681
ENSG00000196405	0.195	-1.03945889407737	0.61	-1.03945889407737	0.259	0.758	4	ENSG00000196405
ENSG00000114391	0.197	-0.492365699108339	0.606	-0.492365699108339	0.984	0.996	4	ENSG00000114391
ENSG00000140379	0.801	1.22905247497383	0.602	1.22905247497383	0.663	0.088	4	ENSG00000140379
ENSG00000164733	0.801	1.01545165084518	0.602	1.01545165084518	0.679	0.104	4	ENSG00000164733
ENSG00000142634	0.801	0.985566625889969	0.602	0.985566625889969	0.728	0.144	4	ENSG00000142634
ENSG00000177156	0.8	0.967618852721808	0.6	0.967618852721808	0.761	0.239	4	ENSG00000177156
ENSG00000205542.1	0.8	0.329635118262709	0.6	0.329635118262707	1	1	4	ENSG00000205542
ENSG00000169567	0.2	-0.770546650870707	0.6	-0.770546650870706	0.671	0.911	4	ENSG00000169567
ENSG00000081041	0.799	2.00754139397556	0.598	2.00754139397556	0.609	0.019	4	ENSG00000081041
ENSG00000107738	0.799	1.03365276191078	0.598	1.03365276191078	0.774	0.286	4	ENSG00000107738
ENSG00000128016	0.798	0.899678511171399	0.596	0.8996785111714	0.947	0.768	4	ENSG00000128016
ENSG00000060138	0.796	1.17417204465058	0.592	1.17417204465059	0.675	0.101	4	ENSG00000060138
ENSG00000198886	0.796	0.459225099590252	0.592	0.459225099590253	1	0.999	4	ENSG00000198886
ENSG00000126883	0.794	1.09548564481302	0.588	1.09548564481302	0.626	0.044	4	ENSG00000126883
ENSG00000000938	0.794	1.02074555178117	0.588	1.02074555178117	0.638	0.048	4	ENSG00000000938
ENSG00000092841	0.794	0.637383581198986	0.588	0.637383581198986	0.988	0.842	4	ENSG00000092841
ENSG00000143110	0.793	0.866062497338393	0.586	0.866062497338393	0.823	0.33	4	ENSG00000143110
ENSG00000179344	0.792	0.946842330297267	0.584	0.946842330297267	0.745	0.151	4	ENSG00000179344
ENSG00000084234	0.791	1.14239767342721	0.582	1.14239767342721	0.646	0.078	4	ENSG00000084234
ENSG00000042493	0.789	1.10562029673997	0.578	1.10562029673997	0.646	0.088	4	ENSG00000042493
ENSG00000103811	0.786	1.00888324787718	0.572	1.00888324787718	0.642	0.079	4	ENSG00000103811
ENSG00000198840	0.786	0.472774653332755	0.572	0.472774653332754	1	0.998	4	ENSG00000198840
ENSG00000198899	0.785	0.437754423668465	0.57	0.437754423668462	1	0.997	4	ENSG00000198899
ENSG00000167658	0.216	-0.597876835783914	0.568	-0.597876835783915	0.905	0.971	4	ENSG00000167658
ENSG00000139278	0.783	0.995509490528535	0.566	0.995509490528535	0.7	0.182	4	ENSG00000139278
ENSG00000204397	0.783	0.989660537811613	0.566	0.989660537811613	0.745	0.24	4	ENSG00000204397
ENSG00000108107	0.217	-0.297961122823079	0.566	-0.29796112282308	1	1	4	ENSG00000108107
ENSG00000162244.1	0.218	-0.363175345999462	0.564	-0.363175345999461	0.996	1	4	ENSG00000162244
ENSG00000170296	0.781	0.995127378596964	0.562	0.995127378596964	0.654	0.11	4	ENSG00000170296
ENSG00000231389	0.778	1.15292009623504	0.556	1.15292009623504	0.737	0.207	4	ENSG00000231389
ENSG00000135218	0.777	1.18971716826908	0.554	1.18971716826908	0.56	0.005	4	ENSG00000135218
ENSG00000116741	0.777	0.998296403672324	0.554	0.998296403672323	0.889	0.473	4	ENSG00000116741
ENSG00000216490	0.776	1.11451250830927	0.552	1.11451250830927	0.576	0.026	4	ENSG00000216490
ENSG00000119535	0.776	1.10562225708648	0.552	1.10562225708648	0.556	0.005	4	ENSG00000119535
ENSG00000120129	0.776	0.737907515075258	0.552	0.737907515075259	0.992	0.891	4	ENSG00000120129
ENSG00000130429	0.776	0.715170986252751	0.552	0.715170986252751	0.926	0.645	4	ENSG00000130429
ENSG00000204628	0.224	-0.422974204394691	0.552	-0.422974204394692	0.988	0.998	4	ENSG00000204628
ENSG00000160593	0.775	0.942897799754126	0.55	0.942897799754126	0.691	0.179	4	ENSG00000160593
ENSG00000198786	0.775	0.599844367979837	0.55	0.599844367979837	0.988	0.907	4	ENSG00000198786
ENSG00000182866	0.225	-1.06975218787851	0.55	-1.06975218787851	0.091	0.599	4	ENSG00000182866
ENSG00000188186	0.773	0.728976191958048	0.546	0.728976191958047	0.885	0.561	4	ENSG00000188186
ENSG00000140264	0.773	0.507123158486441	0.546	0.507123158486442	0.996	0.942	4	ENSG00000140264
ENSG00000241343	0.227	-0.450834560032413	0.546	-0.450834560032415	0.988	0.996	4	ENSG00000241343
ENSG00000102265	0.772	0.974580826010634	0.544	0.974580826010634	0.733	0.244	4	ENSG00000102265
ENSG00000021355	0.772	0.900454664247005	0.544	0.900454664247006	0.716	0.23	4	ENSG00000021355
ENSG00000115271	0.771	1.12293220460026	0.542	1.12293220460026	0.568	0.032	4	ENSG00000115271
ENSG00000135046	0.77	0.805240712483809	0.54	0.805240712483811	0.914	0.568	4	ENSG00000135046
ENSG00000171051	0.769	1.08279218876037	0.538	1.08279218876037	0.539	0.002	4	ENSG00000171051
ENSG00000173762	0.231	-1.24824722977609	0.538	-1.24824722977609	0.111	0.604	4	ENSG00000173762
ENSG00000197747	0.768	0.884939764711265	0.536	0.884939764711268	0.893	0.639	4	ENSG00000197747
ENSG00000115956	0.766	0.912060953149592	0.532	0.912060953149593	0.609	0.073	4	ENSG00000115956
ENSG00000104964	0.234	-0.858599447053883	0.532	-0.858599447053882	0.383	0.755	4	ENSG00000104964
ENSG00000081059	0.234	-1.04507906237086	0.532	-1.04507906237086	0.177	0.637	4	ENSG00000081059
ENSG00000163466	0.765	0.591546421798771	0.53	0.591546421798771	0.955	0.761	4	ENSG00000163466
ENSG00000135604	0.764	1.07252981035141	0.528	1.07252981035141	0.556	0.032	4	ENSG00000135604
ENSG00000143384	0.763	0.781895896289249	0.526	0.781895896289249	0.84	0.469	4	ENSG00000143384
ENSG00000172216	0.762	0.897819330290989	0.524	0.897819330290989	0.757	0.309	4	ENSG00000172216
ENSG00000173221	0.761	0.845983586335423	0.522	0.845983586335424	0.704	0.241	4	ENSG00000173221
ENSG00000140749	0.76	0.986109120718297	0.52	0.986109120718297	0.523	0.004	4	ENSG00000140749
ENSG00000243449	0.76	0.871228136158873	0.52	0.871228136158873	0.675	0.186	4	ENSG00000243449
ENSG00000241399	0.758	0.977203941641374	0.516	0.977203941641375	0.523	0.007	4	ENSG00000241399
ENSG00000137161	0.758	0.870292066839966	0.516	0.870292066839967	0.663	0.178	4	ENSG00000137161
ENSG00000111275	0.757	0.976379435846852	0.514	0.976379435846852	0.519	0.005	4	ENSG00000111275
ENSG00000131171	0.757	0.744921526262193	0.514	0.744921526262193	0.794	0.381	4	ENSG00000131171
ENSG00000142546	0.243	-0.987608305454549	0.514	-0.987608305454548	0.305	0.691	4	ENSG00000142546
ENSG00000143226	0.756	1.02442680853543	0.512	1.02442680853543	0.519	0.006	4	ENSG00000143226
ENSG00000185650	0.756	0.812417709694349	0.512	0.812417709694348	0.819	0.444	4	ENSG00000185650
ENSG00000137752	0.755	0.885505286334764	0.51	0.885505286334764	0.626	0.138	4	ENSG00000137752
ENSG00000008394	0.754	1.11862580650965	0.508	1.11862580650965	0.51	0.002	4	ENSG00000008394
ENSG00000142089	0.753	1.21661575095065	0.506	1.21661575095065	0.556	0.055	4	ENSG00000142089
ENSG00000140575	0.753	0.868588371163723	0.506	0.868588371163724	0.654	0.181	4	ENSG00000140575
ENSG00000130313	0.753	0.86179314743749	0.506	0.86179314743749	0.691	0.25	4	ENSG00000130313
ENSG00000136156	0.753	0.554373643694801	0.506	0.554373643694801	0.975	0.889	4	ENSG00000136156
ENSG00000162444	0.752	1.17089112967536	0.504	1.17089112967536	0.506	0.002	4	ENSG00000162444
ENSG00000155465	0.751	0.99998352489482	0.502	0.99998352489482	0.51	0.008	4	ENSG00000155465
ENSG00000177105	0.751	0.80635336046156	0.502	0.806353360461561	0.708	0.268	4	ENSG00000177105
ENSG00000221869	0.75	1.0647992740051	0.5	1.0647992740051	0.527	0.027	4	ENSG00000221869
ENSG00000112335	0.75	0.697007679437426	0.5	0.697007679437426	0.79	0.414	4	ENSG00000112335
ENSG00000183283	0.75	0.691290433193321	0.5	0.69129043319332	0.856	0.485	4	ENSG00000183283
ENSG00000135390	0.75	0.49567686437774	0.5	0.495676864377741	0.984	0.855	4	ENSG00000135390
ENSG00000204103	0.749	1.21732891473348	0.498	1.21732891473348	0.502	0.005	4	ENSG00000204103
ENSG00000177674	0.749	0.958078371470629	0.498	0.95807837147063	0.56	0.07	4	ENSG00000177674
ENSG00000141505	0.749	0.926769320500662	0.498	0.926769320500662	0.502	0.005	4	ENSG00000141505
ENSG00000174021	0.749	0.774809946986778	0.498	0.774809946986778	0.683	0.219	4	ENSG00000174021
ENSG00000185862	0.749	0.708285496295194	0.498	0.708285496295194	0.831	0.513	4	ENSG00000185862
ENSG00000223865	0.747	0.842577500342308	0.494	0.842577500342308	0.741	0.274	4	ENSG00000223865
ENSG00000118640	0.746	0.710413126514466	0.492	0.710413126514466	0.815	0.452	4	ENSG00000118640
ENSG00000120708	0.745	0.969910690840857	0.49	0.969910690840857	0.494	0.004	4	ENSG00000120708
ENSG00000111729	0.745	0.943633480440608	0.49	0.943633480440608	0.494	0.004	4	ENSG00000111729
ENSG00000187116	0.744	1.04313981167744	0.488	1.04313981167744	0.49	0.003	4	ENSG00000187116
ENSG00000188820	0.744	0.899926826025111	0.488	0.899926826025112	0.56	0.079	4	ENSG00000188820
ENSG00000230989	0.744	0.873881999468177	0.488	0.873881999468178	0.56	0.08	4	ENSG00000230989
ENSG00000115310	0.744	0.719194101250048	0.488	0.719194101250049	0.733	0.321	4	ENSG00000115310
ENSG00000121316	0.743	1.06508322304946	0.486	1.06508322304946	0.49	0.003	4	ENSG00000121316
ENSG00000254087	0.743	0.929950329359137	0.486	0.929950329359137	0.527	0.039	4	ENSG00000254087
ENSG00000169230	0.743	0.738176799936338	0.486	0.738176799936337	0.761	0.378	4	ENSG00000169230
ENSG00000136167	0.743	0.697242498297826	0.486	0.697242498297826	0.757	0.36	4	ENSG00000136167
ENSG00000177700	0.743	0.681695920044099	0.486	0.6816959200441	0.856	0.542	4	ENSG00000177700
ENSG00000104765	0.742	0.847694516623773	0.484	0.847694516623774	0.601	0.134	4	ENSG00000104765
ENSG00000131042	0.741	0.931715951743934	0.482	0.931715951743934	0.486	0.003	4	ENSG00000131042
ENSG00000140612	0.741	0.758826657412672	0.482	0.758826657412672	0.708	0.312	4	ENSG00000140612
ENSG00000110700.2	0.26	-0.309614621502983	0.48	-0.309614621502983	1	0.999	4	ENSG00000110700
ENSG00000154589	0.739	0.909327875259507	0.478	0.909327875259508	0.539	0.07	4	ENSG00000154589
ENSG00000116824	0.261	-0.993837982386665	0.478	-0.993837982386664	0.099	0.547	4	ENSG00000116824
ENSG00000174695	0.737	0.797749848580169	0.474	0.797749848580169	0.572	0.108	4	ENSG00000174695
ENSG00000132334	0.736	0.854979547982674	0.472	0.854979547982674	0.531	0.062	4	ENSG00000132334
ENSG00000183648	0.736	0.65503440102583	0.472	0.65503440102583	0.835	0.493	4	ENSG00000183648
ENSG00000130592	0.736	0.640642806306902	0.472	0.640642806306902	0.852	0.542	4	ENSG00000130592
ENSG00000111144	0.735	0.801989522603898	0.47	0.801989522603898	0.609	0.164	4	ENSG00000111144
ENSG00000156976	0.265	-0.597102595045304	0.47	-0.597102595045303	0.679	0.892	4	ENSG00000156976
ENSG00000085514	0.734	0.834751045104768	0.468	0.834751045104768	0.473	0.005	4	ENSG00000085514
ENSG00000138071	0.734	0.714940698743229	0.468	0.714940698743228	0.7	0.285	4	ENSG00000138071
ENSG00000179029	0.733	1.02870004590232	0.466	1.02870004590232	0.58	0.134	4	ENSG00000179029
ENSG00000185215	0.733	0.95619908410307	0.466	0.95619908410307	0.469	0.004	4	ENSG00000185215
ENSG00000130522	0.732	0.680241593350466	0.464	0.680241593350466	0.893	0.613	4	ENSG00000130522
ENSG00000171314	0.731	0.748669730882127	0.462	0.748669730882127	0.658	0.246	4	ENSG00000171314
ENSG00000166523	0.73	1.00683327330263	0.46	1.00683327330263	0.461	0.002	4	ENSG00000166523
ENSG00000101336	0.73	0.82500390972153	0.46	0.82500390972153	0.473	0.013	4	ENSG00000101336
ENSG00000158825	0.729	0.955841205378914	0.458	0.955841205378914	0.461	0.003	4	ENSG00000158825
ENSG00000204257	0.729	0.895125483859494	0.458	0.895125483859495	0.572	0.123	4	ENSG00000204257
ENSG00000135441	0.729	0.719715335402866	0.458	0.719715335402866	0.7	0.31	4	ENSG00000135441
ENSG00000166927	0.728	0.959951677364704	0.456	0.959951677364704	0.465	0.009	4	ENSG00000166927
ENSG00000173334	0.728	0.95815318255114	0.456	0.95815318255114	0.469	0.014	4	ENSG00000173334
ENSG00000196352	0.728	0.72303572965086	0.456	0.723035729650859	0.679	0.261	4	ENSG00000196352
ENSG00000139112	0.727	0.917914681418396	0.454	0.917914681418396	0.523	0.078	4	ENSG00000139112
ENSG00000187840	0.727	0.903426253458416	0.454	0.903426253458416	0.481	0.03	4	ENSG00000187840
ENSG00000062716	0.727	0.782271433270852	0.454	0.782271433270852	0.593	0.157	4	ENSG00000062716
ENSG00000121064	0.726	0.819812167189895	0.452	0.819812167189896	0.514	0.068	4	ENSG00000121064
ENSG00000197006	0.726	0.775149173474576	0.452	0.775149173474576	0.7	0.299	4	ENSG00000197006
ENSG00000135486	0.275	-0.407936980499322	0.45	-0.407936980499323	0.963	0.99	4	ENSG00000135486
ENSG00000160654	0.275	-0.938770209349115	0.45	-0.938770209349115	0.066	0.495	4	ENSG00000160654
ENSG00000114353	0.724	0.710027025792424	0.448	0.710027025792425	0.663	0.262	4	ENSG00000114353
ENSG00000123349	0.724	0.349221039017537	0.448	0.349221039017538	0.996	0.978	4	ENSG00000123349
ENSG00000110848	0.276	-1.09169378113206	0.448	-1.09169378113206	0.239	0.602	4	ENSG00000110848
ENSG00000198189	0.723	0.67975755253707	0.446	0.67975755253707	0.761	0.385	4	ENSG00000198189
ENSG00000107372	0.723	0.663651290351301	0.446	0.663651290351301	0.728	0.357	4	ENSG00000107372
ENSG00000204387	0.279	-0.73114243037268	0.442	-0.731142430372681	0.412	0.711	4	ENSG00000204387
ENSG00000162704	0.719	0.654174573167838	0.438	0.654174573167838	0.72	0.344	4	ENSG00000162704
ENSG00000133318	0.718	0.795246188252724	0.436	0.795246188252724	0.531	0.105	4	ENSG00000133318
ENSG00000118508	0.718	0.792384753432043	0.436	0.792384753432043	0.44	0.004	4	ENSG00000118508
ENSG00000101084	0.718	0.744600402990433	0.436	0.744600402990433	0.584	0.166	4	ENSG00000101084
ENSG00000143878	0.717	0.860731543912855	0.434	0.860731543912854	0.601	0.19	4	ENSG00000143878
ENSG00000169564	0.717	0.610812285178313	0.434	0.610812285178313	0.802	0.51	4	ENSG00000169564
ENSG00000070831	0.716	0.548061908907534	0.432	0.548061908907535	0.877	0.612	4	ENSG00000070831
ENSG00000111669	0.715	0.570753895215083	0.43	0.570753895215083	0.815	0.511	4	ENSG00000111669
ENSG00000072818	0.286	-0.80109119135831	0.428	-0.801091191358309	0.169	0.544	4	ENSG00000072818
ENSG00000134954	0.286	-0.850804172999575	0.428	-0.850804172999575	0.082	0.488	4	ENSG00000134954
ENSG00000115738.1	0.714	0.838527688071087	0.428	0.838527688071088	0.811	0.564	4	ENSG00000115738
ENSG00000135821	0.714	0.829805058385627	0.428	0.829805058385627	0.494	0.073	4	ENSG00000135821
ENSG00000086300	0.714	0.828438772505773	0.428	0.828438772505774	0.486	0.061	4	ENSG00000086300
ENSG00000122694	0.714	0.736698351697729	0.428	0.73669835169773	0.556	0.142	4	ENSG00000122694
ENSG00000167468	0.714	0.548598543154239	0.428	0.54859854315424	0.868	0.598	4	ENSG00000167468
ENSG00000139193	0.288	-0.881340651083724	0.424	-0.881340651083723	0.074	0.476	4	ENSG00000139193
ENSG00000178695	0.712	0.914497892749468	0.424	0.914497892749468	0.44	0.019	4	ENSG00000178695
ENSG00000126267	0.711	0.46894090180882	0.422	0.468940901808822	0.918	0.705	4	ENSG00000126267
ENSG00000147168	0.29	-0.807419930583462	0.42	-0.807419930583461	0.156	0.538	4	ENSG00000147168
ENSG00000132963	0.71	0.593957111257111	0.42	0.593957111257111	0.724	0.376	4	ENSG00000132963
ENSG00000176340	0.71	0.529453572624241	0.42	0.529453572624241	0.802	0.472	4	ENSG00000176340
ENSG00000224397	0.709	1.03491528911833	0.418	1.03491528911833	0.42	0.003	4	ENSG00000224397
ENSG00000120533	0.709	0.632745875572344	0.418	0.632745875572344	0.671	0.294	4	ENSG00000120533
ENSG00000204592	0.292	-0.461777189307005	0.416	-0.461777189307004	0.889	0.962	4	ENSG00000204592
ENSG00000139318	0.708	0.848011741912641	0.416	0.848011741912641	0.453	0.038	4	ENSG00000139318
ENSG00000169554	0.708	0.719971509175156	0.416	0.719971509175157	0.461	0.04	4	ENSG00000169554
ENSG00000126860	0.707	0.681427483788122	0.414	0.681427483788123	0.642	0.275	4	ENSG00000126860
ENSG00000213719.1	0.706	0.474059313109601	0.412	0.4740593131096	0.807	0.477	4	ENSG00000213719
ENSG00000137818.1	0.295	-0.250868429018284	0.41	-0.250868429018283	1	1	4	ENSG00000137818
ENSG00000161960	0.705	0.452473103170904	0.41	0.452473103170904	0.909	0.745	4	ENSG00000161960
ENSG00000115875	0.296	-0.628867649086475	0.408	-0.628867649086475	0.576	0.816	4	ENSG00000115875
ENSG00000155957	0.704	0.603974384228014	0.408	0.603974384228015	0.679	0.306	4	ENSG00000155957
ENSG00000111786	0.704	0.565057518423014	0.408	0.565057518423013	0.761	0.428	4	ENSG00000111786
ENSG00000124731	0.703	0.855149056107645	0.406	0.855149056107645	0.407	0.002	4	ENSG00000124731
ENSG00000067225	0.703	0.597781463687614	0.406	0.597781463687614	0.757	0.426	4	ENSG00000067225
ENSG00000172183	0.298	-0.790563935229123	0.404	-0.790563935229122	0.107	0.482	4	ENSG00000172183
ENSG00000131238	0.702	0.699171155057496	0.404	0.699171155057497	0.56	0.172	4	ENSG00000131238
ENSG00000101347	0.702	0.62750045895224	0.404	0.627500458952241	0.617	0.24	4	ENSG00000101347
ENSG00000113732	0.702	0.544893563811871	0.404	0.544893563811871	0.782	0.494	4	ENSG00000113732
ENSG00000168461	0.701	0.73648484421041	0.402	0.73648484421041	0.407	0.005	4	ENSG00000168461
ENSG00000019582.1	0.996	2.87264755808217	0.992	2.87264755808218	1	0.534	5	ENSG00000019582
ENSG00000105369	0.993	2.68525525022142	0.986	2.68525525022142	0.987	0.032	5	ENSG00000105369
ENSG00000223865.1	0.981	2.31000289270703	0.962	2.31000289270703	0.996	0.253	5	ENSG00000223865
ENSG00000007312	0.978	2.25046993484156	0.956	2.25046993484156	0.97	0.089	5	ENSG00000007312
ENSG00000204287.1	0.972	2.42670416154146	0.944	2.42670416154146	0.996	0.199	5	ENSG00000204287
ENSG00000156738	0.958	2.29711442995695	0.916	2.29711442995695	0.923	0.026	5	ENSG00000156738
ENSG00000231389.1	0.956	2.03357312463675	0.912	2.03357312463675	0.966	0.188	5	ENSG00000231389
ENSG00000196126.1	0.951	1.877223592997	0.902	1.877223592997	0.983	0.167	5	ENSG00000196126
ENSG00000104894	0.942	1.28754952266642	0.884	1.28754952266643	0.996	0.838	5	ENSG00000104894
ENSG00000179344.1	0.937	1.77480299710554	0.874	1.77480299710554	0.931	0.136	5	ENSG00000179344
ENSG00000196735	0.931	1.94512764491942	0.862	1.94512764491942	0.888	0.051	5	ENSG00000196735
ENSG00000198502.1	0.927	1.69483653815277	0.854	1.69483653815277	0.944	0.125	5	ENSG00000198502
ENSG00000153064	0.889	1.72962537028974	0.778	1.72962537028974	0.781	0.01	5	ENSG00000153064
ENSG00000198851.1	0.13	-1.47953761800971	0.74	-1.47953761800971	0.129	0.809	5	ENSG00000198851
ENSG00000167286.1	0.131	-1.53486245456866	0.738	-1.53486245456866	0.146	0.81	5	ENSG00000167286
ENSG00000008517.3	0.153	-1.70546699623469	0.694	-1.70546699623469	0.219	0.811	5	ENSG00000008517
ENSG00000204257.1	0.844	1.36317955808231	0.688	1.36317955808231	0.76	0.108	5	ENSG00000204257
ENSG00000242574	0.839	1.37224209830669	0.678	1.37224209830669	0.721	0.064	5	ENSG00000242574
ENSG00000126264.1	0.164	-1.4358237482984	0.672	-1.4358237482984	0.15	0.767	5	ENSG00000126264
ENSG00000081189	0.833	1.68888521151664	0.666	1.68888521151664	0.691	0.041	5	ENSG00000081189
ENSG00000237541	0.821	1.41836448971445	0.642	1.41836448971445	0.665	0.03	5	ENSG00000237541
ENSG00000111716.1	0.184	-1.07459640933241	0.632	-1.07459640933241	0.438	0.842	5	ENSG00000111716
ENSG00000082074	0.187	-1.20610356867312	0.626	-1.20610356867312	0.116	0.707	5	ENSG00000082074
ENSG00000247982	0.798	1.34784601477565	0.596	1.34784601477565	0.601	0.007	5	ENSG00000247982
ENSG00000168685.2	0.202	-1.38235092343863	0.596	-1.38235092343863	0.094	0.67	5	ENSG00000168685
ENSG00000142534	0.797	0.409717614274784	0.594	0.409717614274784	1	0.997	5	ENSG00000142534
ENSG00000196154.3	0.214	-1.574144200443	0.572	-1.574144200443	0.425	0.813	5	ENSG00000196154
ENSG00000135046.1	0.216	-1.49116347479328	0.568	-1.49116347479328	0.124	0.642	5	ENSG00000135046
ENSG00000136156.1	0.221	-0.745511473904947	0.558	-0.745511473904948	0.605	0.923	5	ENSG00000136156
ENSG00000171223	0.222	-0.944623289480933	0.556	-0.944623289480933	0.738	0.955	5	ENSG00000171223
ENSG00000173762.1	0.232	-1.22958781737112	0.536	-1.22958781737112	0.094	0.604	5	ENSG00000173762
ENSG00000133872	0.234	-0.669311139795684	0.532	-0.669311139795685	0.605	0.904	5	ENSG00000133872
ENSG00000205542.2	0.235	-0.355793631108953	0.53	-0.355793631108954	1	1	5	ENSG00000205542
ENSG00000197956.1	0.241	-1.1733698579767	0.518	-1.1733698579767	0.558	0.874	5	ENSG00000197956
ENSG00000115738.2	0.242	-1.3662733394956	0.516	-1.3662733394956	0.163	0.624	5	ENSG00000115738
ENSG00000122862.1	0.25	-1.257043989549	0.5	-1.257043989549	0.21	0.658	5	ENSG00000122862
ENSG00000182866.1	0.252	-0.927044558805642	0.496	-0.927044558805641	0.129	0.593	5	ENSG00000182866
ENSG00000145416	0.744	1.10601789351002	0.488	1.10601789351002	0.515	0.034	5	ENSG00000145416
ENSG00000169442.1	0.74	0.448918045679255	0.48	0.448918045679251	1	0.93	5	ENSG00000169442
ENSG00000128218	0.739	1.20172453367394	0.478	1.20172453367394	0.481	0.004	5	ENSG00000128218
ENSG00000140968	0.739	1.06980134641365	0.478	1.06980134641365	0.511	0.044	5	ENSG00000140968
ENSG00000198840.1	0.739	0.357328233903983	0.478	0.357328233903984	1	0.998	5	ENSG00000198840
ENSG00000198712.1	0.739	0.345553081634776	0.478	0.345553081634776	1	1	5	ENSG00000198712
ENSG00000142546.1	0.261	-0.901734874082052	0.478	-0.90173487408205	0.3	0.69	5	ENSG00000142546
ENSG00000116824.1	0.262	-0.995870167810974	0.476	-0.995870167810973	0.086	0.546	5	ENSG00000116824
ENSG00000133112.1	0.263	-0.283617276210371	0.474	-0.283617276210373	1	1	5	ENSG00000133112
ENSG00000170345.1	0.264	-0.831667953072994	0.472	-0.831667953072995	0.712	0.942	5	ENSG00000170345
ENSG00000026025.1	0.266	-0.796657988101362	0.468	-0.796657988101361	0.635	0.878	5	ENSG00000026025
ENSG00000109971	0.267	-0.594292262845687	0.466	-0.594292262845686	0.682	0.923	5	ENSG00000109971
ENSG00000198804.1	0.732	0.32659807806964	0.464	0.326598078069642	1	1	5	ENSG00000198804
ENSG00000205302	0.73	0.904385603923538	0.46	0.904385603923537	0.558	0.135	5	ENSG00000205302
ENSG00000023445	0.727	1.0318246924866	0.454	1.0318246924866	0.635	0.249	5	ENSG00000023445
ENSG00000116191	0.726	1.08426988174429	0.452	1.08426988174429	0.459	0.01	5	ENSG00000116191
ENSG00000186468.2	0.726	0.262687618120401	0.452	0.262687618120403	1	1	5	ENSG00000186468
ENSG00000148908	0.275	-0.820058419374579	0.45	-0.820058419374578	0.159	0.569	5	ENSG00000148908
ENSG00000104660	0.275	-0.862394211310232	0.45	-0.862394211310231	0.094	0.525	5	ENSG00000104660
ENSG00000160654.1	0.275	-0.953535534836555	0.45	-0.953535534836555	0.064	0.493	5	ENSG00000160654
ENSG00000079950	0.724	1.07530913983842	0.448	1.07530913983842	0.489	0.055	5	ENSG00000079950
ENSG00000166710.2	0.277	-0.327478696686875	0.446	-0.327478696686876	1	1	5	ENSG00000166710
ENSG00000177606	0.277	-0.644664361770956	0.446	-0.644664361770955	0.751	0.954	5	ENSG00000177606
