Gene	A.1	A.2	A.3	B.1	B.2	B.3
Ngly1	69	111	99	143	125	143
Top2b	721	1017	647	1030	652	1151
Rarb	25	38	55	33	10	20
Thrb	74	126	164	86	37	126
Nr1d2	1168	648	1546	1110	841	1300
Rpl15	245	335	257	466	485	513
Nkiras1	59	67	74	100	44	105
Ube2e1	196	341	193	391	386	436
Ube2e2	55	87	61	94	123	96
Gm5458	0	0	0	0	0	0
Nid2	43	36	27	32	12	55
2700060E02Rik	284	485	404	486	814	633
Gng2	86	155	76	176	133	196
Saysd1	42	76	64	59	96	109
Kcnk5	16	24	20	18	19	24
Kcnk16	0	0	0	0	0	0
Nudt13	49	122	59	104	80	129
Ecd	180	275	285	347	397	346
Fam149b	37	48	38	63	32	81
Dnajc9	148	158	116	235	124	198
Mrps16	143	182	181	240	271	242
Ttc18	13	26	34	15	2	27
Anxa7	409	582	535	784	777	910
Mss51	15	10	22	23	49	29
Ppp3cb	192	284	211	331	275	375
1810062O18Rik	4	1	10	2	2	4
Usp54	96	113	96	103	62	148
Myoz1	0	1	0	0	2	0
Synpo2l	1	2	2	1	0	1
Sec24c	287	415	289	500	359	523
Fut11	51	76	54	81	101	94
6230400D17Rik	0	5	6	6	2	6
Chchd1	209	356	272	453	455	389
Zswim8	108	170	158	145	145	172
Ndst2	103	120	98	127	113	152
Camk2g	121	215	147	194	219	286
Plau	36	21	47	26	64	59
Vcl	661	1503	892	986	865	1341
Ap3m1	103	196	130	213	237	242
Adk	387	461	418	431	213	643
Kat6b	79	126	123	120	96	143
Dupd1	0	1	1	0	1	0
Dusp13	0	0	0	0	6	1
Samd8	111	194	107	237	270	255
Vdac2	764	1190	1000	1315	1676	1571
Comtd1	31	39	40	90	82	103
Zfp503	381	325	505	442	441	793
1700112E06Rik	2	2	4	6	0	3
4930405A10Rik	0	0	0	0	0	0
Gm10248	1	1	4	0	0	0
Kcnma1	17	23	40	11	5	14
Dlg5	84	160	108	141	84	155
E330034G19Rik	0	0	0	0	0	0
Polr3a	59	54	51	69	89	99
Rps24	334	601	535	611	820	690
4930572O13Rik	0	0	0	0	0	0
Zmiz1	429	662	566	759	961	948
Mir3075	0	0	0	0	0	0
4931406H21Rik	3	4	5	5	7	7
Ppif	39	64	69	66	58	68
Ppifos	0	0	0	0	0	0
Zcchc24	366	477	604	398	414	563
Anxa11	67	62	70	97	73	123
Plac9b	127	294	214	232	112	304
Plac9a	0	0	0	0	0	0
Tmem254a	7	13	7	15	4	11
Tmem254b	0	0	0	0	0	0
Tmem254c	0	0	0	0	0	0
Cphx2	0	0	0	0	0	0
Cphx1	0	0	0	0	0	0
Duxbl2	0	0	0	0	0	0
Duxbl3	0	0	0	0	0	0
Duxbl1	0	0	0	0	0	0
4933413J09Rik	0	0	0	0	0	0
Slmap	142	212	192	238	168	265
Dennd6a	142	269	251	197	196	254
Arf4	636	1164	883	1231	1343	1265
Pde12	27	51	47	75	125	90
Asb14	8	20	16	19	5	11
Appl1	243	298	351	336	297	371
Hesx1	0	0	0	0	0	0
Il17rd	169	265	220	180	111	253
Arhgef3	404	565	339	624	411	692
D14Abb1e	185	313	317	316	228	322
Ccdc66	56	76	51	65	47	74
Erc2	15	29	26	29	19	26
Wnt5a	70	58	89	108	95	129
Cacna2d3	4	3	1	4	0	8
Lrtm1	3	7	6	7	0	1
Selk	480	675	522	767	470	849
Actr8	152	183	158	186	167	233
Il17rb	6	3	3	3	1	11
Chdh	9	8	4	8	2	7
Cacna1d	174	378	342	307	239	412
Dcp1a	39	59	50	59	53	66
Tkt	268	197	314	292	485	414
Mir3076	0	0	0	0	0	0
Prkcd	162	241	195	357	542	489
Rft1	18	33	16	31	39	37
Sfmbt1	63	72	61	104	106	123
Tmem110	181	297	280	211	232	299
Mustn1	175	236	237	197	45	250
Itih4	106	124	105	952	52	890
Itih3	4	15	21	14	5	11
Itih1	2	11	0	9	2	3
Nek4	10	13	11	20	16	20
Spcs1	389	669	393	868	767	837
Glt8d1	165	313	343	246	247	295
Gnl3	72	103	106	149	339	173
Snord69	0	0	0	0	0	0
Snord19	0	0	0	0	0	0
Pbrm1	764	1206	974	1303	1032	1597
Smim4	51	52	52	87	73	100
Nt5dc2	120	185	98	199	145	164
Stab1	187	286	238	326	499	379
Nisch	573	893	721	862	622	1026
Tnnc1	29	65	36	21	24	16
Sema3g	6	16	4	9	12	18
Phf7	21	36	32	32	54	44
Bap1	77	115	125	101	148	167
Dnahc1	16	23	30	26	9	17
Capn7	121	245	205	229	169	290
Sh3bp5	702	1383	915	806	854	1164
Mettl6	55	74	67	76	94	71
Eaf1	90	167	73	135	122	172
Colq	37	107	44	12	2	31
Hacl1	25	22	58	35	14	53
Btd	34	67	33	83	36	105
Ankrd28	23	23	36	31	64	42
Galnt15	2	1	0	3	0	3
Dph3	129	178	157	235	261	234
Oxnad1	56	64	63	87	56	102
Msmb	0	0	1	0	0	0
Ncoa4	122	133	121	210	141	254
Timm23	17	37	34	41	53	54
Parg	96	125	111	143	157	193
Ogdhl	0	0	0	0	0	0
1700024G13Rik	3	7	13	2	0	4
Chat	0	0	2	1	0	0
Slc18a3	0	0	0	0	0	0
Ercc6	36	64	91	61	57	85
Prrxl1	0	0	0	0	0	0
3425401B19Rik	12	6	6	22	14	11
1810011H11Rik	14	15	24	31	37	39
Fam170b	0	0	0	0	1	0
Vstm4	65	208	112	218	139	241
Wdfy4	124	112	116	181	141	194
Lrrc18	17	33	35	14	11	19
Arhgap22	31	56	38	53	56	74
Mapk8	111	171	164	166	227	199
Ptpn20	1	0	2	0	0	2
Gdf10	53	45	76	30	9	55
Gdf2	2	0	1	5	0	2
Rbp3	0	0	0	0	0	0
Zfp488	0	0	0	0	0	0
Gm5460	0	0	0	0	0	0
A630023A22Rik	0	0	0	0	1	1
Antxrl	0	0	0	0	0	0
Anxa8	80	105	208	165	90	122
Ppyr1	0	0	0	0	0	0
Gprin2	0	0	0	0	0	0
Syt15	20	12	13	15	10	18
Fam35a	26	40	43	41	37	49
Glud1	519	704	530	813	826	1028
Gm3219	102	131	195	127	200	161
Fam25c	0	0	0	4	7	2
Sncg	6	9	4	15	3	8
Mmrn2	392	533	445	490	585	707
Bmpr1a	211	326	262	336	178	372
9230112D13Rik	0	0	0	1	0	0
Ldb3	66	160	94	65	16	46
Opn4	1	0	1	0	0	0
Mir297-1	0	0	0	0	0	0
Wapal	178	245	306	291	410	303
Grid1	0	2	0	0	0	0
Mir346	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
Ccser2	325	533	446	444	287	588
Rgr	0	0	0	0	0	0
Lrit1	0	0	0	0	0	0
Lrit2	0	0	0	0	0	0
Cdhr1	3	2	1	7	1	2
2610528A11Rik	1	1	0	2	2	2
Ghitm	599	971	759	1004	1130	1231
Nrg3	0	0	0	0	0	0
4930529F24Rik	0	0	0	0	0	0
1700109I08Rik	0	0	0	0	0	0
Sh2d4b	2	2	2	4	2	1
Tspan14	218	310	243	294	297	364
Fam213a	123	113	173	156	73	151
Dydc2	4	5	12	9	4	7
Dydc1	4	1	4	2	1	1
Mat1a	47	61	88	70	97	55
Sftpa1	9187	15240	9162	24803	9402	27402
Mbl1	4	3	6	4	3	7
Sftpd	4747	6803	10538	14756	15771	17631
Gm10377	2	4	22	2	7	1
1700091H14Rik	0	0	1	0	0	0
1700001F09Rik	2	1	1	0	2	2
Gm10375	1	0	2	1	2	0
Ear1	153	283	107	359	189	459
Ear10	0	0	0	2	0	6
Ang3	0	0	0	0	0	0
Ang5	0	0	0	0	0	0
Ang6	0	0	0	0	0	0
Ear2	196	289	119	497	279	729
Ear12	0	0	0	0	0	0
Ear3	0	0	0	0	0	0
4930503E14Rik	0	0	0	1	0	0
1700047E10Rik	0	0	0	0	0	0
BC061237	0	2	0	0	0	0
Gm8267	0	0	0	0	1	0
Ptgdr	1	0	0	0	0	2
4930431P03Rik	4	6	15	12	16	10
Ptger2	33	56	50	76	49	102
Txndc16	133	201	172	176	108	278
Gpr137c	0	1	0	1	3	0
Ero1l	133	179	121	199	250	248
Psmc6	247	354	298	442	701	548
Styx	77	121	128	140	146	171
Gnpnat1	69	74	60	94	117	115
Fermt2	517	1341	730	968	1079	1219
4930527F14Rik	0	0	0	2	0	0
Ddhd1	77	107	102	155	120	148
Mir5131	0	0	0	0	0	0
Gm15217	1	1	0	0	1	3
Bmp4	364	484	779	439	310	716
Rubie	0	0	0	0	0	1
4933425B07Rik	0	1	1	0	0	1
Cdkn3	9	4	2	20	7	10
Cnih	262	514	376	609	549	612
Gmfb	577	770	719	842	958	1046
Cgrrf1	57	92	65	137	69	130
Samd4	649	1004	1047	783	642	1068
Gch1	93	121	143	145	384	162
Wdhd1	37	28	37	40	73	53
Socs4	6	18	23	21	29	11
Mapk1ip1l	233	408	363	355	534	452
Lgals3	411	684	439	1211	2939	1488
Dlgap5	5	0	6	6	5	4
Fbxo34	33	97	81	82	99	105
Atg14	64	83	118	125	84	139
Ktn1	353	676	538	635	633	758
4930447J18Rik	0	0	0	0	1	0
Peli2	96	155	141	158	148	171
Gm6498	0	0	0	1	0	0
6720456H20Rik	47	83	64	82	52	94
Otx2	0	2	0	0	0	2
Otx2os1	0	0	0	0	0	0
4933429O19Rik	0	1	1	0	0	0
Exoc5	287	521	425	541	697	687
Ap5m1	60	86	87	87	94	120
Naa30	197	281	276	239	247	290
1700011H14Rik	0	0	0	0	2	0
Slc35f4	0	0	1	0	0	0
3632451O06Rik	15	12	26	31	2	15
Olfr722	0	0	0	0	1	1
Olfr723	0	0	0	0	0	0
Olfr724	0	0	0	0	0	0
Olfr725	0	0	0	0	0	0
Olfr726	0	0	0	0	0	0
Olfr727	0	0	0	0	0	0
Olfr728	0	0	0	0	0	0
Olfr729	0	0	0	0	0	0
Olfr730	0	0	0	0	0	1
Olfr731	0	0	0	0	0	0
Olfr732	0	0	0	0	0	0
Olfr733	0	0	0	0	0	0
Olfr734	0	0	0	0	0	0
Olfr735	0	0	0	0	0	0
Tlr11	5	4	6	3	0	5
Olfr736	0	0	0	0	0	0
Olfr738	0	0	0	0	0	0
Olfr739	1	0	0	0	0	0
Olfr740	0	0	0	0	0	0
Olfr741	0	0	0	0	0	0
4930413M19Rik	0	0	1	0	0	0
Olfr742	0	0	0	0	0	0
Olfr743	0	0	0	0	0	0
Olfr744	0	0	0	0	0	0
Olfr745	0	0	0	0	0	0
Olfr746	0	0	0	0	0	0
Olfr747	0	0	0	0	0	0
Olfr748	0	0	0	0	0	0
Olfr749	0	0	0	0	0	0
Ttc5	20	46	69	30	51	32
Ccnb1ip1	0	0	1	0	0	0
Rpph1	3	4	4	1	8	5
Parp2	80	110	113	107	130	172
Tep1	92	158	140	154	288	242
Klhl33	0	0	0	0	0	0
Osgep	81	139	92	129	105	141
Apex1	37	57	29	90	76	107
Tmem55b	172	165	168	187	220	247
Pnp	174	259	193	467	1185	447
Pnp2	14	4	10	25	104	21
Rnase10	3	3	0	1	1	1
Rnase9	0	0	0	0	0	0
Rnase11	0	0	0	0	0	0
Rnase12	0	1	0	1	0	2
Olfr750	0	0	0	0	0	0
Rnase4	1447	2182	1557	1782	528	2394
Ang	93	81	71	147	43	183
Eddm3b	1	0	0	0	1	0
Rnase6	55	53	60	58	60	78
Rnase1	0	5	1	1	1	5
Ear5	2	0	0	1	0	1
Ang2	0	0	0	0	0	0
Ear4	0	0	0	0	0	0
Ear14	0	0	0	0	0	0
Ear11	0	0	0	2	14	10
4930597G03Rik	0	0	0	0	0	0
Vmn2r88	0	0	0	0	0	0
Vmn2r89	0	0	0	0	0	0
Gm5622	0	0	0	0	0	0
Gm5800	0	2	2	0	0	2
Ang4	0	0	0	0	0	0
AY358078	0	0	1	0	1	3
Ear6	1	0	0	6	35	10
Ear7	0	0	0	0	0	0
Mettl17	40	50	71	42	32	51
Slc39a2	9	13	3	44	26	38
Ndrg2	422	482	466	490	167	538
Tppp2	0	0	0	0	0	0
Rnase13	0	0	0	0	0	0
Arhgef40	92	138	109	102	96	157
Gm16617	2	0	0	0	0	0
Zfp219	67	108	83	125	72	137
Tmem253	0	0	0	1	0	1
Olfr221	0	0	0	0	0	0
Snord58b	0	0	0	0	0	0
Hnrnpc	544	912	887	807	1217	925
Rpgrip1	42	49	37	40	21	50
Supt16	213	276	403	248	381	341
Chd8	244	340	272	339	368	398
Snord8	0	0	0	0	0	0
Rab2b	76	100	95	123	95	129
Tox4	138	188	158	195	320	211
Mettl3	55	90	69	69	52	78
Sall2	35	55	59	52	33	87
Olfr1513	0	0	0	0	0	0
Olfr1512	0	0	0	0	0	0
Olfr1511	0	0	0	0	0	0
Olfr1510	0	0	0	0	0	0
Olfr1509	0	0	0	0	0	0
Olfr1508	1	0	0	0	0	0
Olfr1507	0	0	0	0	0	0
A430107P09Rik	0	0	1	0	0	0
Dad1	465	781	469	1031	681	1010
Abhd4	177	237	294	268	153	321
Olfr49	0	0	0	0	0	0
Oxa1l	106	151	110	164	177	211
Slc7a7	46	94	62	115	178	150
Mrpl52	251	464	271	656	1045	798
Mmp14	371	731	603	969	3333	1358
Lrp10	227	400	216	548	434	626
Rem2	8	29	7	6	2	11
Prmt5	144	215	194	254	422	283
Haus4	23	24	38	46	31	42
Ajuba	79	182	123	183	209	242
4931414P19Rik	37	25	55	37	21	41
Psmb5	142	253	147	341	442	334
Mir686	0	0	0	0	0	0
Psmb11	1	0	1	0	2	0
Cdh24	0	0	0	2	0	1
Acin1	508	844	1047	604	780	919
4930579G18Rik	0	0	0	0	0	0
1700123O20Rik	99	124	140	158	244	185
Cebpe	0	0	7	1	29	0
Slc7a8	13	15	18	42	295	57
Homez	21	34	31	40	22	63
Ppp1r3e	2	2	1	3	3	2
Bcl2l2	63	118	79	64	63	110
Pabpn1	650	938	1477	736	1256	1052
Slc22a17	31	43	26	46	18	52
Efs	11	16	14	17	14	21
Il25	0	0	0	0	0	0
Cmtm5	0	1	0	0	0	0
Myh6	177	332	108	259	57	54
Mir208a	0	0	0	0	0	0
D830015G02Rik	6	8	2	7	4	0
Myh7	57	111	36	47	28	22
Mir208b	0	0	0	0	0	0
Ngdn	184	308	366	250	340	342
Gm10364	0	0	0	1	0	0
Zfhx2	29	42	35	24	32	65
Zfhx2as	0	0	0	1	0	0
Thtpa	25	50	31	47	40	60
Ap1g2	48	75	64	89	115	122
Jph4	1	0	6	3	0	1
Dhrs2	0	1	0	1	0	0
Dhrs4	94	170	125	224	138	244
Lrrc16b	3	2	5	0	0	6
Cpne6	0	0	0	0	0	0
Nrl	0	0	0	0	0	0
Pck2	78	97	72	106	110	142
Dcaf11	173	267	218	267	261	279
Fitm1	1	3	2	3	0	3
Psme1	295	496	285	705	895	765
Emc9	10	27	11	52	29	39
Psme2	166	253	240	309	1006	510
Rnf31	41	69	64	80	174	99
Irf9	324	455	532	541	1219	645
Rec8	15	22	21	11	5	24
Ipo4	56	115	89	144	229	152
Tm9sf1	57	72	106	65	75	91
Tssk4	2	13	5	1	2	5
Mdp1	170	246	262	287	254	281
Nedd8	722	834	652	934	809	1013
Gmpr2	21	58	39	73	91	82
Tinf2	39	52	71	85	127	100
Tgm1	2	3	4	9	35	25
Rabggta	33	70	59	71	59	78
Dhrs1	266	324	204	375	313	449
Nop9	64	69	71	103	156	114
Cideb	2	10	3	8	3	6
Ltb4r2	0	0	0	0	0	1
Ltb4r1	20	6	17	31	140	57
Adcy4	245	407	248	405	418	454
Ripk3	9	35	11	51	123	48
Nfatc4	93	109	118	87	84	117
Nynrin	37	52	34	49	33	60
Cbln3	0	2	1	0	0	2
Khnyn	14	30	24	38	43	46
Sdr39u1	131	180	156	158	141	196
Cma1	11	10	11	23	3	16
Mcpt-ps1	0	0	0	0	0	0
Cma2	0	0	0	0	0	0
Gm5801	3	8	7	6	13	6
Mcpt1	0	0	0	1	0	0
Mcpt9	1	0	0	0	0	0
Mcpt2	0	0	0	0	0	0
Mcpt4	0	0	0	2	0	1
Mcpt8	0	2	0	0	0	0
Ctsg	0	1	0	0	0	0
Gzme	0	0	0	0	0	0
Gzmd	0	0	0	0	0	0
Gzmg	0	0	0	0	0	0
Gzmn	0	0	0	0	0	0
Gzmf	0	0	0	0	0	0
Gzmc	0	0	0	0	4	0
Gzmb	16	15	18	27	25	39
Atp12a	1	2	0	2	2	1
Rnf17	0	1	0	0	2	2
Cenpj	46	64	48	75	56	104
Parp4	133	170	237	215	212	262
Mphosph8	420	522	592	588	667	753
Gm16973	9	24	22	40	50	37
Pspc1	110	205	184	205	287	223
Zmym5	286	405	501	477	372	571
Zmym2	249	347	305	340	271	372
B020004C17Rik	0	0	0	0	0	0
Gja3	0	0	0	0	0	0
Gjb2	12	19	30	26	12	21
Gjb6	33	48	53	53	20	35
Cryl1	47	79	40	85	45	86
Ift88	67	98	134	89	76	104
Il17d	17	27	25	15	9	30
N6amt2	19	42	21	68	57	64
Xpo4	5	5	5	5	7	7
Lats2	690	995	659	898	710	1017
Sap18	101	141	118	110	84	130
Gm10094	0	0	0	0	0	0
Mir3077	0	0	0	0	0	0
Ska3	9	3	1	4	11	10
Mrp63	216	273	258	300	381	392
Zdhhc20	389	569	483	522	412	702
Efha1	155	201	158	260	251	256
Fgf9	1	2	8	12	1	6
1700129C05Rik	0	0	0	0	0	0
Gm5142	0	0	0	0	0	0
Rcbtb1	88	112	87	176	115	182
Gm6904	0	0	0	0	6	1
Phf11a	2	5	3	19	69	13
Phf11b	39	23	22	89	340	53
Phf11d	45	83	57	164	457	142
Phf11c	7	7	10	24	26	15
Setdb2	5	9	8	6	24	12
Cab39l	93	169	156	191	126	212
Cdadc1	134	221	185	207	109	250
Shisa2	18	10	19	13	0	22
Atp8a2	0	3	0	0	0	1
Nupl1	22	24	37	53	77	59
Mir719	0	0	0	0	0	0
Mtmr6	433	584	532	674	730	910
Amer2	4	4	5	19	26	23
Spata13	172	190	379	216	341	239
C1qtnf9	3	5	2	4	0	2
Mipep	55	74	57	75	65	81
Tnfrsf19	211	428	385	243	142	455
Sacs	0	0	1	0	0	3
Sgcg	19	54	40	20	6	25
1700109G14Rik	0	0	2	0	0	0
Arl11	22	16	10	54	87	57
Ebpl	188	201	291	185	123	205
Kpna3	93	104	110	160	241	162
4930556J02Rik	0	0	0	0	0	0
Spryd7	65	105	109	103	123	107
Trim13	26	53	36	44	52	58
Dleu2	57	59	76	71	59	72
Kcnrg	21	54	64	31	10	28
Mir16-1	0	0	0	1	0	0
Mir15a	0	0	0	0	0	0
Dleu7	0	0	0	1	0	0
Rnaseh2b	57	60	101	118	138	140
Gucy1b2	0	0	0	0	0	0
Fam124a	49	88	83	80	75	101
Serpine3	0	0	0	1	0	0
Ints6	61	88	62	73	120	78
4931440J10Rik	0	0	0	0	0	0
Wdfy2	0	0	0	1	2	0
Defb48	0	0	0	0	0	0
Defb47	0	0	0	0	0	0
Defb43	0	0	0	0	0	0
Defb30	0	0	0	0	0	0
Defb42	2	0	0	0	0	0
2700070H01Rik	2	1	6	0	0	1
Ctsb	994	1731	1307	3047	5070	3523
Fdft1	65	111	54	137	75	186
Neil2	12	12	24	14	8	23
Gata4	3	5	9	6	0	2
Blk	21	22	30	26	8	23
Fam167a	41	46	67	58	23	62
Tdh	0	0	3	0	0	0
Mtmr9	24	27	18	32	26	35
Xkr6	2	1	1	4	0	0
Mir598	0	0	0	0	0	0
Pinx1	41	58	51	52	97	77
Sox7	130	215	127	129	130	265
4930578I06Rik	0	0	0	0	0	0
Rp1l1	0	0	0	0	0	0
Prss55	0	0	0	0	0	0
Prss51	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0
Prss52	0	0	0	0	0	0
Msra	65	109	57	79	111	122
A930011O12Rik	0	0	0	0	0	0
Mir124a-1	0	0	0	0	0	0
Mir3078	0	0	0	0	0	0
Kif13b	9	14	13	15	17	14
Hmbox1	6	12	10	11	21	18
Ints9	36	81	48	70	58	77
Extl3	158	240	150	262	178	338
Fzd3	41	74	95	81	29	74
Fbxo16	5	11	33	6	12	10
Zfp395	22	38	35	22	11	32
Pnoc	0	0	1	3	0	0
Elp3	127	175	145	174	191	200
Nuggc	6	0	1	2	0	0
Scara5	25	30	21	32	3	36
Pbk	12	9	8	31	26	33
Esco2	5	0	6	13	11	16
Ccdc25	188	232	226	319	549	402
Scara3	32	37	63	28	5	18
Clu	706	617	909	1543	2259	1515
Gulo	0	0	0	0	0	0
Adam2	0	0	0	0	1	0
Ephx2	6	16	9	25	6	13
Chrna2	1	0	0	2	0	0
Ptk2b	110	82	106	128	224	150
1700001G11Rik	1	2	3	0	1	3
Trim35	767	1091	920	926	594	1215
Stmn4	0	0	0	0	2	0
Adra1a	9	19	15	14	6	41
Dpysl2	1177	1931	1243	1754	783	2340
Gm5464	0	0	6	0	1	2
Pnma2	2	1	2	1	0	1
Bnip3l	826	1123	1038	1403	855	1674
Ppp2r2a	472	741	590	619	939	728
Ebf2	9	4	6	6	6	5
Gm6878	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0
Cdca2	15	19	5	19	20	34
Kctd9	43	67	87	83	150	91
Gnrh1	8	14	19	22	12	15
Dock5	105	98	174	210	292	207
Nefl	1	3	3	1	1	0
Nefm	2	0	0	0	1	0
A230070E04Rik	0	0	3	0	1	1
Adam7	0	0	2	0	2	0
Adamdec1	47	60	78	52	41	40
Adam28	21	52	84	30	19	29
Stc1	71	165	89	127	70	122
1700092C10Rik	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0
Nkx3-1	0	0	0	0	0	0
Slc25a37	407	268	639	421	524	441
Synb	0	1	0	0	1	0
Gm16677	1	0	0	0	0	0
Entpd4	49	112	112	109	116	133
Loxl2	50	123	107	112	164	105
R3hcc1	36	45	48	51	53	60
Chmp7	115	179	143	167	151	261
Tnfrsf10b	33	76	47	39	85	41
Rhobtb2	29	56	43	57	47	61
Pebp4	1	3	2	2	2	0
Egr3	0	0	0	2	1	0
Bin3	66	71	88	96	191	109
2610301G19Rik	12	17	18	15	18	23
9930012K11Rik	37	69	26	56	25	76
Pdlim2	551	796	603	936	517	991
Sorbs3	92	206	238	110	114	165
Ppp3cc	32	59	43	58	38	44
Slc39a14	32	47	31	88	269	101
Piwil2	4	4	3	6	8	2
Polr3d	53	103	80	112	194	126
Mir320	0	0	0	0	0	0
Phyhip	0	1	1	3	3	4
Bmp1	66	125	80	156	119	132
Sftpc	34054	52779	34118	34772	5916	50052
Lgi3	280	450	340	368	94	508
Reep4	136	139	148	150	140	233
Hr	16	30	29	15	4	16
Nudt18	46	100	51	103	117	124
Fam160b2	89	103	62	149	88	130
Epb4.9	15	27	28	10	10	23
Fgf17	1	1	0	0	0	0
Npm2	0	1	2	3	4	5
Xpo7	288	400	413	392	365	436
Dok2	27	32	52	104	210	120
2410012E07Rik	0	0	0	0	0	0
Gfra2	93	174	79	117	89	159
Gm4251	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0
Fndc3a	113	143	112	194	247	255
Gm9199	0	0	1	1	1	1
Cysltr2	2	1	2	0	2	3
Rcbtb2	77	148	87	136	119	159
Rb1	145	195	189	205	206	262
Mir687	0	0	0	0	0	0
Lpar6	79	143	152	119	233	206
Itm2b	4285	6553	4243	6949	4362	8406
Med4	119	134	110	130	156	158
Nudt15	0	0	2	0	2	0
Sucla2	203	338	264	348	338	415
4933402J15Rik	0	0	2	0	0	0
Htr2a	0	0	0	0	1	0
Esd	157	270	160	415	798	379
Lrch1	165	264	163	193	206	259
Gm4278	1	0	2	1	1	0
Mir466f-3	0	0	0	0	0	0
5031414D18Rik	6	9	6	3	10	13
Lrrc63	0	2	0	2	10	1
Lcp1	1136	1413	1221	2564	3962	3259
Cpb2	2	0	2	0	0	0
Zc3h13	241	325	381	287	354	372
Siah3	0	0	0	0	0	0
Spert	0	1	0	0	0	0
4930564B18Rik	0	0	0	0	0	0
Cog3	50	96	116	59	69	79
Slc25a30	0	1	1	0	0	0
Gm4285	25	25	25	32	28	35
Tpt1	5293	7601	7290	6760	7957	7968
Snora31	0	1	1	0	1	0
Gtf2f2	32	67	33	86	149	93
Kctd4	0	2	9	0	0	0
1200011I18Rik	113	205	194	197	200	230
Nufip1	64	77	67	105	147	108
Tsc22d1	1070	1898	1144	1829	669	1577
4930444M15Rik	0	0	0	0	0	0
Serp2	7	5	3	7	1	4
1700108F19Rik	3	4	0	2	0	0
Lacc1	12	14	5	43	118	37
Ccdc122	11	36	27	45	60	31
Enox1	1	5	5	1	4	3
Gm6994	0	0	1	0	0	0
Gm1587	0	0	1	0	0	0
Dnajc15	74	105	105	174	229	167
Epsti1	52	50	46	96	321	118
Fam216b	23	27	40	36	8	28
Mir1971	0	0	0	0	0	0
Tnfsf11	2	1	2	3	1	1
Akap11	243	405	332	404	245	486
Dgkh	16	19	28	22	20	29
Vwa8	55	166	106	138	104	141
Zfp957	0	3	0	1	0	0
Rgcc	752	899	906	1224	856	1044
Naa16	91	174	116	135	151	165
Mtrf1	10	23	13	24	17	37
Kbtbd7	83	96	102	105	140	104
Zbtbd6	0	0	0	5	1	2
Wbp4	153	225	157	264	200	300
Elf1	226	388	256	395	435	527
Sugt1	152	261	264	334	422	362
Lect1	1	0	0	0	0	1
4930452G13Rik	0	0	0	1	0	0
Mir759	0	0	0	0	0	0
Pcdh8	0	0	0	0	1	0
Gm10845	0	1	2	0	1	2
Olfm4	0	0	0	1	0	0
Pcdh17	415	790	386	485	600	777
9630013A20Rik	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0
Diap3	7	3	11	5	14	9
Tdrd3	97	200	127	163	122	178
Pcdh20	4	8	0	7	0	1
Gm5088	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0
Pcdh9	11	10	13	13	24	19
4921530L21Rik	0	2	0	0	0	0
Klhl1	0	4	3	1	0	0
Dach1	166	349	180	208	190	349
Mzt1	55	115	64	115	76	132
Bora	4	4	2	7	5	3
Dis3	34	32	36	35	77	64
Pibf1	29	41	58	58	55	59
Klf5	205	441	372	360	386	424
Klf12	42	47	61	42	31	51
1700110M21Rik	0	0	0	0	0	0
Tbc1d4	102	140	128	200	102	216
Commd6	56	127	79	112	135	154
Uchl3	34	79	59	92	171	111
Lmo7	1485	2008	1755	1942	2613	2525
Kctd12	299	449	320	573	610	675
Mir5130	0	0	0	0	0	0
4933432I03Rik	0	0	0	4	4	0
Irg1	2	1	7	68	1027	86
Cln5	169	184	192	282	257	398
Fbxl3	179	289	269	235	199	337
Mycbp2	388	646	508	753	944	964
Scel	149	183	118	221	159	274
Slain1	11	15	6	13	2	12
4921525B02Rik	3	1	4	0	0	0
Ednrb	419	603	485	467	113	635
4930432J09Rik	0	0	2	0	1	3
Pou4f1	4	3	7	1	2	3
Rnf219	60	68	56	82	99	108
D130009I18Rik	0	0	1	0	0	0
Gm17066	80	119	154	81	112	117
Rbm26	83	162	206	176	258	235
Ndfip2	165	239	209	250	259	341
5430440P10Rik	0	1	8	0	0	1
4930449E01Rik	0	0	0	0	0	0
Spry2	234	249	336	251	385	286
Trim52	2	2	0	0	1	0
1700128A07Rik	0	0	0	0	0	0
Slitrk1	0	0	0	0	0	0
Mir3964	0	0	0	0	0	0
Slitrk6	11	11	3	11	5	10
Slitrk5	0	2	1	0	0	2
Mir466	0	0	0	0	0	0
4930524C18Rik	0	0	0	0	0	0
Mir17	0	0	1	0	0	0
Mir18	0	0	0	0	0	0
Mir19a	0	0	0	0	0	0
Mir20a	0	0	0	0	0	0
Mir19b-1	0	0	0	0	0	0
Mir17hg	41	56	70	63	65	53
Mir92-1	0	0	0	0	0	0
Gpc5	1	0	0	1	0	0
4930505G20Rik	0	0	1	0	0	0
Gpc6	53	46	81	48	2	49
Dct	1	1	0	2	0	1
Tgds	15	21	25	21	10	29
