Gene	A.1	A.2	A.3	B.1	B.2	B.3	C.1	C.2	C.3	D.1	D.2	D.3	E.1	E.2	E.3
Pth1r	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0
Pth2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pth2r	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0
Pthlh	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ptk2	190	93	96	903	372	121	370	347	370	227	99	145	123	107	89
Ptk2b	3073	2380	1821	5094	1687	1261	3377	3900	3102	3624	1289	1219	2143	1941	1976
Ptk6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ptk7	257	48	174	534	316	282	629	759	574	447	173	378	224	362	206
Ptma	4746	1139	3153	13141	5630	5361	11916	16728	11412	20806	3533	7642	4498	5229	5019
Ptms	5190	604	1020	5499	1137	940	2026	2943	1834	6326	363	970	2905	1006	1070
Ptn	1	0	0	12	0	0	0	1	1	0	0	0	1	0	0
Ptov1	725	306	380	888	353	327	1213	1530	1064	2561	239	668	629	327	590
Ptp4a1	76	58	123	193	100	157	241	301	179	191	88	170	79	64	224
Ptp4a2	6270	2727	3909	10456	5798	5574	9923	12916	9123	12089	4900	7658	5566	5153	6362
Ptp4a3	1804	567	467	1531	406	470	2880	3486	2880	4135	537	801	2302	1193	1039
Ptpdc1	87	54	44	353	112	61	164	214	183	220	50	83	137	70	91
Ptpla	165	74	64	294	158	76	95	97	82	98	32	49	35	37	31
Ptplad1	1238	654	678	2825	1410	1143	1416	1900	1452	2194	880	1079	963	910	1072
Ptplad2	8	1	0	0	0	0	0	1	0	0	0	0	2	0	1
Ptplb	119	48	57	349	103	65	171	178	150	265	84	80	113	93	103
Ptpmt1	231	115	120	425	190	206	246	323	238	491	106	228	154	129	178
Ptpn1	1472	715	761	3259	1024	786	2240	2919	2142	4138	785	1007	1305	983	1093
Ptpn11	2646	1122	1107	5024	1786	1274	3758	4535	3630	4488	1221	1594	2366	1580	1479
Ptpn12	459	315	378	1108	534	510	861	1120	833	1063	497	451	511	446	577
Ptpn13	1	1	2	239	54	2	8	4	4	17	3	5	5	0	5
Ptpn14	9646	6214	4079	15558	6455	3419	4065	2777	2870	1464	1014	824	1883	1923	584
Ptpn18	347	325	433	535	362	595	809	1218	804	1226	384	674	262	314	579
Ptpn2	864	661	636	2004	1160	853	1375	1761	1253	1174	722	826	577	772	858
Ptpn20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn21	32	8	11	146	25	15	28	34	24	82	26	11	45	26	18
Ptpn22	2284	1492	1329	3382	1585	1856	2597	3097	2358	4598	1685	2097	2029	1407	2000
Ptpn23	938	250	274	1671	281	217	485	494	424	1610	188	190	830	262	332
Ptpn3	12	0	2	17	12	11	34	412	596	40	9	9	18	18	17
Ptpn4	232	820	700	668	832	771	1524	1702	1333	131	946	1018	319	1032	1133
Ptpn5	0	0	1	1	1	0	0	1	0	0	0	0	2	0	1
Ptpn6	2703	789	1213	4278	1625	1769	4313	6388	4702	7497	1468	2137	2488	1590	2377
Ptpn7	7232	3077	4088	14449	5759	4211	7115	9769	7462	12609	3090	4760	5381	5074	4875
Ptpn9	277	131	135	816	288	211	269	356	264	552	130	184	190	163	136
Ptpra	2180	1423	1236	3399	1284	1284	3383	4275	3072	4060	1282	1568	2206	2034	2179
Ptprb	1	0	0	1	0	0	0	0	0	0	0	1	2	2	1
Ptprc	27133	18966	22014	44660	27543	29833	61556	81787	61173	37415	29642	33274	28626	26842	40265
Ptprcap	3540	2316	2459	7455	3759	3051	6111	9551	7211	10490	2614	3623	2441	2875	3196
Ptprd	2	0	0	2	2	0	0	0	0	0	1	0	0	1	0
Ptpre	1074	1138	799	1925	1041	858	2103	2432	1963	1846	1282	972	934	1084	1264
Ptprf	4094	3902	3104	3838	1784	1880	7482	7083	6369	7673	2199	2208	3789	4379	2965
Ptprg	6	1	0	0	1	0	0	0	0	0	0	0	3	1	0
Ptprh	0	1	1	3	1	1	1	0	0	2	0	0	0	0	1
Ptprj	157	107	93	258	177	169	493	537	512	321	274	246	132	249	264
Ptprk	294	146	111	312	119	134	139	173	99	352	105	137	125	92	110
Ptprm	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
Ptprn	30	8	13	18	8	9	21	24	20	45	7	20	25	13	10
Ptprn2	0	0	1	1	0	0	3	3	1	0	1	0	0	3	0
Ptpro	2	1	1	417	55	2	0	3	3	5	2	0	0	0	2
Ptprq	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Ptprr	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ptprs	1886	878	962	4605	2030	1527	3019	3386	2712	4806	1495	2001	2106	1918	1398
Ptprt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpru	3	0	0	4	1	0	4	9	7	6	2	4	2	0	0
Ptprv	268	132	222	539	108	103	187	206	188	255	72	100	204	105	513
Ptprz1	7	1	0	0	0	0	0	0	0	0	0	0	4	3	0
Ptrf	2	1	1	6	3	1	2	1	1	1	1	3	1	0	2
Ptrh1	215	127	118	831	338	273	584	663	587	1018	197	316	166	135	140
Ptrh2	444	247	257	941	421	393	662	943	673	1180	314	466	425	348	423
Ptrhd1	265	89	145	513	180	153	338	474	345	563	139	226	245	164	154
Pts	850	308	344	820	398	508	746	927	693	1158	317	591	656	304	571
Pttg1	265	130	304	271	237	157	634	469	614	471	116	221	278	162	530
Pttg1ip	1345	660	669	2226	965	864	1311	1820	1291	2717	764	1096	1048	889	1054
Ptx3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ptx4	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Puf60	3554	1266	1661	5212	2580	2038	3701	5332	3759	6538	1549	2421	2513	1908	2427
Pum1	3193	2577	2734	5381	3409	2531	6293	7301	5601	4283	2886	2684	2716	3310	3608
Pum2	8975	8284	6141	18978	9428	5781	20678	22492	17622	13532	9098	6559	8330	8439	8656
Pura	141	325	274	366	285	261	656	808	571	342	322	341	115	343	392
Purb	5022	5759	4771	11490	8031	5423	14006	17057	13300	7321	6750	6679	4687	7387	8123
Purg	160	109	106	381	136	107	343	417	309	443	183	129	130	160	169
Pus1	207	79	89	771	317	137	304	364	247	558	118	191	171	108	120
Pus10	599	382	515	1483	760	666	1223	1653	1212	1120	687	922	514	575	877
Pus3	731	436	545	1174	627	601	963	1305	1038	849	493	625	581	570	721
Pus7	125	37	70	939	376	160	262	348	249	324	117	139	92	94	103
Pus7l	100	91	80	670	219	145	197	251	184	222	90	123	102	100	101
Pusl1	168	86	87	381	145	99	166	234	152	213	83	111	99	98	103
Pvalb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pvr	4327	2566	1987	2809	944	1121	2268	2654	1983	2195	986	1203	2328	2014	1869
Pvrl1	2	1	1	21	8	1	1	3	1	5	0	4	1	3	6
Pvrl2	3	0	0	1	3	5	1	3	0	2	0	4	4	2	1
Pvrl3	61	26	62	130	93	81	70	161	111	80	37	77	40	32	74
Pvrl4	4	1	3	5	1	1	5	3	5	4	2	2	2	1	1
Pvt1	4	3	10	49	35	10	23	33	31	22	7	16	7	8	13
Pwp1	628	311	451	1802	835	662	914	1164	918	1390	457	697	608	506	703
Pwp2	405	267	261	1387	694	542	716	979	742	1089	356	520	370	359	469
Pwwp2a	1777	1075	840	2433	1202	738	2712	2857	2452	1901	1108	866	1390	1238	1031
Pwwp2b	24	7	37	36	21	16	27	50	26	53	7	18	12	15	44
Pxdc1	12	1	5	4	0	0	3	1	0	1	0	2	0	1	2
Pxdn	4	0	0	118	32	0	0	0	0	0	0	0	2	1	0
Pxk	523	272	362	759	307	314	979	1220	903	1031	316	370	488	397	534
Pxmp2	16	2	8	79	29	16	24	44	27	41	8	21	14	11	12
Pxmp4	1555	805	751	1949	911	914	682	890	636	1752	435	706	643	612	656
Pxn	1796	934	884	2874	1295	1193	2881	3506	2852	5015	1060	1547	1732	1689	1352
Pxt1	1	0	0	8	0	1	0	0	0	3	0	0	0	0	0
Pycard	4254	2545	3275	3545	3031	2789	2914	4049	2943	4836	1486	2343	1653	1621	2484
Pycr1	3	1	7	44	7	12	8	8	3	15	1	10	1	1	8
Pycr2	672	473	453	2446	921	641	955	1252	1017	2373	526	796	463	503	682
Pycrl	183	91	122	667	312	181	211	284	237	507	120	169	125	103	108
Pydc3	125	139	103	202	48	82	283	263	229	276	156	172	180	120	200
Pydc4	4	27	24	26	5	17	80	93	104	29	24	34	8	25	32
Pygb	1389	811	924	1989	1102	998	1919	2545	1904	3207	872	1209	1081	1026	1327
Pygl	4	0	2	106	42	22	15	27	9	21	3	14	2	9	5
Pygm	71	49	39	96	24	32	75	117	95	109	30	34	87	41	58
Pygo1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pygo2	1127	580	483	2372	884	584	1134	1531	1109	2907	662	850	845	624	720
Pyhin1	430	731	380	1047	253	704	985	1534	957	1969	1343	1401	1032	646	1589
Pyroxd1	705	148	107	556	200	188	197	264	165	380	156	230	597	154	193
Pyroxd2	17	6	6	44	12	5	19	7	13	22	6	6	12	5	5
Pyurf	106	79	94	183	113	107	168	201	141	202	63	139	70	79	138
Pyy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pzp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Qars	2068	702	901	3421	1329	1094	2589	3304	2337	4327	1070	1418	1842	1020	1363
Qdpr	561	172	201	1166	407	269	493	618	450	1266	217	335	430	207	268
Qk	2547	1915	2330	5541	3252	2747	7447	9022	6455	4310	3179	3735	2299	3472	3761
Qpct	27	12	11	66	48	67	29	29	26	78	26	43	24	13	27
Qpctl	308	126	90	609	176	127	189	226	197	593	89	130	245	105	126
Qprt	39	26	13	109	16	24	55	54	39	113	16	32	43	22	43
Qrfp	10	0	0	0	1	0	1	0	0	0	0	0	6	3	0
Qrfpr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qrich1	3492	2597	2949	5613	4112	3469	6286	8494	6159	5860	2910	3888	2805	4133	4018
Qrich2	6	0	0	1	0	0	0	2	0	0	1	1	4	1	0
Qrsl1	249	138	134	422	211	159	320	412	290	456	136	200	186	161	177
Qser1	1320	1273	946	2870	1813	994	4100	3623	3184	2177	1832	1091	1722	1922	1423
Qsox1	466	209	177	1125	317	312	629	793	634	1336	273	351	501	306	310
Qsox2	314	260	133	415	199	178	409	468	445	501	165	219	225	231	253
Qtrt1	180	75	75	403	165	100	116	148	121	255	72	99	125	63	79
Qtrtd1	402	159	196	829	336	267	402	560	432	522	210	256	313	215	270
R3hcc1	461	157	208	890	301	283	497	745	494	942	174	316	363	234	279
R3hcc1l	998	790	1001	1554	1035	939	2461	2987	2151	1567	953	954	677	945	1294
R3hdm1	2349	1068	1152	3792	1041	932	2886	2941	2406	3295	1200	969	1952	1237	1422
R3hdm2	1839	635	542	3401	567	495	1155	1072	936	3184	514	485	1864	758	656
R3hdm4	2243	547	576	3272	584	701	1349	1572	1235	4610	435	796	1840	499	770
R3hdml	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
R74862	102	26	40	79	37	58	75	107	46	77	35	64	98	38	40
Rab1	1494	965	902	4003	1617	1019	2944	3438	2608	4184	1421	1375	1239	1522	1406
Rab10	2533	1413	1580	4373	2241	1916	3834	4932	3539	4294	1672	2247	2166	2215	2287
Rab11a	834	584	743	1735	883	884	1495	1953	1335	1908	676	985	584	643	999
Rab11b	2910	913	965	4536	1121	1086	3047	3359	2639	5559	1047	1307	2288	1241	1347
Rab11fip1	335	218	245	773	335	399	842	1044	816	1024	533	548	511	534	553
Rab11fip2	325	543	312	953	447	479	891	1031	827	440	476	541	425	405	551
Rab11fip3	312	163	180	568	220	145	531	634	503	478	131	157	229	236	225
Rab11fip4	441	459	317	999	724	695	1497	1567	1317	849	500	584	595	771	740
Rab11fip5	33	20	25	166	45	15	45	57	37	75	12	27	25	24	25
Rab12	665	298	277	729	338	233	684	787	603	891	297	309	484	376	371
Rab13	12	0	3	6	2	1	7	8	2	18	3	1	9	4	1
Rab14	3046	1835	1432	4880	2070	1582	4177	5002	3722	4855	2208	1839	2432	2146	2052
Rab15	0	1	0	33	8	1	1	2	0	3	1	1	1	1	1
Rab17	0	0	4	0	2	0	0	1	1	0	3	1	0	4	6
Rab18	1394	616	483	2619	710	491	1402	1579	1241	2543	704	530	897	570	667
Rab19	233	138	90	427	171	129	204	273	193	628	203	200	306	141	209
Rab1b	2276	982	1187	4643	1930	1538	2163	2947	2269	6025	977	1725	1662	1255	1497
Rab20	4	3	7	17	2	4	1	6	3	5	3	3	1	3	0
Rab21	972	683	670	2122	976	695	1608	1904	1450	2052	849	798	708	835	732
Rab22a	792	605	690	1473	689	627	1421	1726	1327	1322	541	706	636	704	801
Rab23	82	28	31	227	51	25	105	125	80	148	43	46	66	52	61
Rab24	984	435	457	1315	499	518	971	1301	930	1583	438	587	805	443	724
Rab25	7	4	2	5	1	2	6	9	4	7	0	0	5	2	3
Rab26	2	1	0	3	2	2	2	7	2	1	1	0	1	0	2
Rab27a	1110	469	498	1482	631	784	1812	2395	1741	2300	631	1221	1190	889	1095
Rab27b	1	0	0	5	2	0	0	0	0	0	0	0	7	1	0
Rab28	292	161	224	579	251	193	349	444	306	464	172	257	202	184	260
Rab2a	1160	728	690	1932	954	905	1821	2330	1680	2474	941	1030	876	826	1134
Rab2b	512	215	222	1051	346	338	528	550	431	897	235	431	461	328	340
Rab30	3	2	4	3	6	12	8	6	7	1	2	4	3	1	3
Rab31	30	9	15	40	20	28	41	53	30	61	21	26	15	14	23
Rab32	72	56	30	71	54	82	91	132	112	179	49	81	58	63	65
Rab33a	17	3	8	112	29	15	13	17	12	34	5	18	15	10	7
Rab33b	1022	705	435	1338	610	653	979	1255	855	1311	555	692	747	543	755
Rab34	0	0	2	40	11	0	2	0	1	0	0	1	0	1	0
Rab35	1923	812	954	3211	1400	1102	2547	3177	2344	4250	1032	1347	1504	1363	1330
Rab36	0	0	0	2	0	1	0	1	0	2	0	0	3	2	0
Rab37	648	194	102	1801	546	405	508	587	489	1559	307	483	589	207	229
Rab38	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1
Rab39	1	2	1	14	8	0	5	2	4	1	1	4	0	2	2
Rab39b	6	0	0	25	5	0	1	1	1	0	0	0	2	1	0
Rab3a	63	42	39	75	40	68	87	141	102	146	39	58	52	34	79
Rab3b	2	0	1	23	4	2	2	7	1	6	2	2	2	3	2
Rab3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab3d	142	57	57	264	131	109	201	250	204	439	82	127	158	93	99
Rab3gap1	2118	1527	1415	3285	1864	1885	3425	4263	3080	3155	1650	1867	1616	1719	2214
Rab3gap2	1005	675	668	1630	799	753	1686	2048	1690	1380	726	784	897	756	907
Rab3il1	0	2	1	0	2	0	4	4	2	6	1	0	1	3	2
Rab3ip	602	417	433	877	558	425	896	1244	817	972	372	462	420	461	559
Rab40b	1	0	0	0	0	1	0	2	0	1	0	0	2	1	0
Rab40c	596	277	207	819	266	194	522	566	431	1053	257	205	418	259	264
Rab42	2	1	4	3	2	6	3	4	1	6	0	2	0	0	1
Rab43	426	256	259	848	309	258	699	807	643	1130	307	409	374	390	372
Rab44	20	3	8	23	4	18	125	99	140	56	19	34	30	31	25
Rab4a	100	1	34	248	46	70	121	150	120	13	38	37	102	40	51
Rab4b	772	357	311	1252	414	412	623	753	546	1916	333	549	624	391	517
Rab5a	720	599	598	1316	645	605	1444	1703	1272	1078	620	730	566	684	790
Rab5b	1893	1163	915	2982	1228	1188	1998	2469	1819	3534	1142	1389	1596	1299	1502
Rab5c	2334	1220	1361	4164	1799	1725	3024	4299	2967	6071	1269	2144	1870	1921	1933
Rab6a	1340	725	985	2591	1052	1195	1859	2386	1696	2272	948	1359	1114	1150	1560
Rab6b	929	695	16	0	0	6	957	42	844	21	11	10	1174	9	560
Rab7	695	157	233	1226	199	235	716	855	599	1397	174	318	563	241	273
Rab7l1	306	178	172	572	274	272	373	528	425	731	200	292	216	214	271
Rab8a	1730	775	1073	3231	1562	1392	2687	3720	2770	4393	1088	1493	1219	1333	1624
Rab8b	1282	790	825	3215	1520	1412	2864	3349	2657	2905	1273	1580	1149	980	1384
Rab9	404	174	281	644	322	338	669	906	613	868	318	496	293	323	414
Rab9b	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Rabac1	555	384	439	1020	591	506	793	1163	802	1919	384	633	414	392	493
Rabep1	1132	894	1198	1882	1410	1332	2726	3331	2499	1339	1185	1357	786	1259	1710
Rabep2	98	85	71	435	162	125	161	198	181	344	90	160	100	106	132
Rabepk	137	79	80	308	125	133	196	258	189	432	91	194	117	118	149
Rabgap1	1252	1641	1158	2520	1784	1615	2801	3319	2450	1876	1753	1595	1175	1402	1748
Rabgap1l	3484	2914	2727	3870	2272	3011	8340	9332	7281	4171	3277	3185	3088	3121	4317
Rabgef1	435	195	216	742	271	189	581	702	528	784	181	241	352	217	294
Rabggta	809	382	322	913	369	356	603	767	591	1044	277	428	557	295	440
Rabggtb	1901	711	4022	2907	1275	1354	1601	2330	1528	1996	743	1099	812	713	2636
Rabif	1016	574	471	1889	818	717	1196	1447	1210	2032	626	767	759	682	807
Rabl2	89	10	46	311	91	48	84	108	78	153	29	75	90	37	54
Rabl3	197	75	65	416	128	82	166	201	148	381	97	86	183	63	85
Rabl5	75	18	36	152	47	46	86	122	88	268	34	76	88	39	53
Rabl6	1050	538	579	2183	758	637	1384	1875	1366	2475	563	746	1003	724	857
Rac1	5562	2023	2118	9901	3626	2985	7111	8395	6466	13075	2815	3767	4863	3564	3196
Rac2	8237	2871	3474	19475	5911	5898	9686	11877	9852	24452	4019	6722	8347	4730	7055
Rac3	28	3	9	39	10	8	31	30	23	64	9	17	25	10	8
Racgap1	2478	110	762	5789	2271	1767	5043	6117	4688	8406	1035	2617	2618	1926	1768
Rad1	235	156	111	567	246	177	334	434	361	666	165	217	172	177	180
Rad17	608	467	533	1154	653	646	1114	1523	1004	974	538	731	416	595	786
Rad18	298	158	179	818	343	303	966	989	795	770	308	460	368	336	350
Rad21	8502	3749	4620	20212	8603	6933	16066	16506	13719	20852	6035	9507	8352	8468	8178
Rad21l	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rad23a	814	439	508	1789	890	707	878	1251	979	2241	518	843	686	756	749
Rad23b	1579	796	1311	5238	2704	2192	3824	4956	2883	5200	1577	2639	1400	2115	1987
Rad50	934	468	639	2323	1149	996	2287	2759	2064	1339	784	1089	823	977	981
Rad51	500	23	39	1135	233	74	655	573	527	1524	203	118	570	154	105
Rad51ap1	439	35	205	1263	573	507	1113	1486	1153	1642	380	848	553	447	537
Rad51ap2	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0
Rad51b	27	11	21	91	69	48	181	222	183	94	43	62	29	48	48
Rad51c	123	29	56	307	90	105	245	293	232	360	68	147	146	105	104
Rad51d	794	620	444	1515	478	429	1078	1299	1049	1201	470	490	689	510	657
Rad52	521	331	341	801	338	396	681	943	673	961	353	445	471	332	523
Rad54b	243	26	111	567	332	319	1008	1114	951	541	245	418	305	326	344
Rad54l	304	18	102	844	370	236	727	897	702	754	242	369	305	270	283
Rad54l2	1596	985	915	4323	1350	1102	2378	2589	2111	2476	1027	1361	1646	1135	1176
Rad9a	1758	421	477	1350	542	508	974	1354	1018	2078	512	718	1430	592	763
Rad9b	93	34	26	74	30	44	102	120	100	71	50	48	102	33	53
Radil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rae1	1087	457	515	1806	867	674	1204	1699	1287	1990	569	814	737	665	811
Raet1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raet1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raet1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raet1d	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Raet1e	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Raf1	3135	1849	1818	4240	2373	1888	4419	6064	4293	5067	2101	2344	2623	2325	2639
Rag1	101590	165244	102817	101983	74142	82684	308181	368074	278827	130516	157392	144348	123672	226154	212430
Rag2	7204	5047	3588	5789	2935	3999	8302	10357	8293	10094	4170	5237	4893	5813	6767
Rai1	4023	3477	2811	9031	2587	1875	5463	6095	5088	7873	1917	1871	3748	3822	2970
Rai14	94	11	22	1268	282	11	1	0	0	1	0	0	3	1	0
Rai2	2	0	1	21	4	0	0	0	0	0	0	0	0	1	0
Rala	716	341	516	1774	690	690	1278	1675	1249	1751	477	747	595	571	649
Ralb	308	220	194	533	178	225	734	919	640	846	210	308	348	404	302
Ralbp1	1579	1250	1196	3149	1839	1451	3146	4193	3162	3638	1304	1855	1412	1860	2022
Ralgapa1	1855	2250	2062	3783	2663	2403	4925	5573	4500	2045	2724	2781	1997	2518	3516
Ralgapa2	934	1600	1142	1982	1478	1082	3439	3675	2976	1546	1704	1081	1090	1576	1689
Ralgapb	2916	2843	2159	5617	3217	2663	6632	7781	5992	4319	3250	2890	3064	3319	3543
Ralgds	225	183	195	277	109	135	330	495	324	314	97	168	222	265	239
Ralgps1	168	343	311	284	195	169	584	619	528	213	236	199	212	359	392
Ralgps2	2507	2465	1753	4807	2665	2225	5496	6146	4803	4989	3152	3027	2553	2948	3203
Raly	4504	1623	2555	8381	3611	3400	6238	9288	6768	12501	2510	3751	3399	2737	3578
Ralyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramp1	3033	1993	2126	2662	1499	1966	5057	6856	4996	7336	1935	2646	2624	2466	3766
Ramp2	0	0	0	17	6	0	0	0	0	1	0	0	0	0	0
Ramp3	115	35	51	337	69	25	17	20	11	58	20	20	24	17	21
Ran	2248	385	860	4295	1901	1426	2487	3753	2761	5146	916	1785	1547	1254	1201
Ranbp1	742	158	439	2188	957	794	1512	2391	1635	2259	456	1001	495	658	641
Ranbp10	1892	797	696	3717	948	730	1925	2195	1806	3189	817	819	1811	865	985
Ranbp17	2	0	2	46	9	9	23	17	10	5	4	6	9	14	19
Ranbp2	4045	6079	7315	11064	9360	8041	17346	21426	16086	4305	7993	9603	4190	8608	11538
Ranbp3	2082	993	1141	3288	1695	1250	2821	3929	2897	4411	1101	1514	1485	1474	1689
Ranbp3l	7	0	0	0	0	0	0	0	0	0	0	0	14	1	0
Ranbp6	1478	1385	1863	2678	1614	1740	2978	4097	2953	1837	1513	2151	1321	1622	2935
Ranbp9	2341	1721	1640	3816	2041	1749	3518	4337	3063	3193	1846	1630	1583	1613	2042
Rangap1	3027	641	1350	5763	2294	1767	3904	5450	4183	6656	1035	2123	2174	1634	1821
Rangrf	24	14	23	140	68	25	38	46	32	79	19	34	41	20	26
Rap1a	1487	658	875	2762	1254	1007	1842	2279	1570	2261	945	1081	1033	880	993
Rap1b	7409	3702	3661	14745	5824	3969	6425	8176	5697	9336	3373	3697	3776	3262	3784
Rap1gap	0	1	2	28	3	0	1	2	1	0	0	0	0	2	0
Rap1gap2	8	7	13	124	30	85	57	39	74	63	14	68	48	55	23
Rap1gds1	1949	1117	1266	3427	1795	1106	1944	2231	1754	3466	1076	848	1135	1090	1169
Rap2a	361	179	199	498	361	279	473	473	365	322	191	253	261	237	242
Rap2b	617	414	318	1348	343	344	991	1169	878	1513	356	348	611	387	388
Rap2c	2422	1402	1490	5195	2057	1922	2989	3796	2673	3854	1762	2024	1882	1677	2008
Rapgef1	4684	2865	2637	8523	3009	2488	5552	6486	5031	10472	2305	3239	4230	3272	3279
Rapgef2	496	720	697	1982	1556	859	2290	2640	1962	883	868	834	621	922	1089
Rapgef3	1422	1017	861	3685	1522	980	1998	2742	1917	3393	830	1230	1229	1449	1685
Rapgef4	25	13	150	204	57	57	401	407	430	159	146	135	75	50	441
Rapgef5	10	6	9	16	14	29	104	149	86	28	32	52	26	42	49
Rapgef6	2353	3002	3284	5227	3304	3258	7303	8502	6756	2508	3185	3596	2903	3498	4814
Rapgefl1	97	44	81	323	37	58	48	76	55	249	20	59	153	84	49
Raph1	342	200	184	1140	440	215	227	267	210	249	221	192	289	127	199
Rapsn	9	7	9	101	30	20	13	17	16	64	16	32	22	11	14
Rara	1012	675	520	1921	849	651	984	1211	818	2044	622	790	951	995	608
Rarb	60	0	2	0	0	0	0	2	0	0	1	0	80	0	1
Rarg	1	0	2	29	7	0	58	80	113	13	0	6	4	11	3
Rarres1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Rarres2	142	0	0	0	0	0	1	0	0	0	0	0	107	1	1
Rars	758	306	464	2292	896	750	1354	1800	1319	1707	487	851	603	565	697
Rars2	191	106	145	478	189	200	364	392	294	341	168	212	198	137	207
Rasa1	2532	2184	2276	3702	2355	2061	5137	6465	4490	2732	2329	2110	1830	2231	2753
Rasa2	1854	1827	1664	3023	1636	1559	3406	3956	3142	1719	1428	1262	1280	1459	1947
Rasa3	822	683	374	591	317	399	1223	1368	1169	1431	554	835	766	788	651
Rasa4	237	89	104	138	33	32	136	158	90	142	43	66	120	121	93
Rasal1	91	60	54	122	39	88	686	724	834	351	89	145	180	199	192
Rasal2	9	9	5	69	20	10	51	42	36	4	5	14	14	22	12
Rasal3	9370	4016	4922	12700	4454	4832	8149	10917	8264	13905	3644	4330	7488	4349	6080
Rasd1	2	0	4	3	0	15	11	26	6	2	0	24	10	0	7
Rasd2	2	0	2	0	0	0	0	2	0	0	0	0	1	0	2
Rasef	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Rasgef1a	13	2	14	12	0	1	6	13	7	11	6	7	16	7	9
Rasgef1b	8	2	9	7	5	9	31	26	35	5	6	10	12	3	17
Rasgef1c	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Rasgrf1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rasgrf2	70	155	65	123	86	116	162	188	151	178	120	156	75	148	198
Rasgrp1	20564	13990	12355	33056	11831	11109	18077	20938	15950	17039	8125	8995	15659	10691	13866
Rasgrp2	1006	323	469	1211	325	532	2387	3237	2568	3094	544	765	1067	647	1123
Rasgrp3	0	0	1	5	2	5	1	2	6	0	2	3	1	2	2
Rasgrp4	1506	356	339	4427	1029	605	179	175	132	1593	290	294	600	192	263
Rasip1	1	1	0	1	1	3	1	6	3	0	0	2	6	1	3
Rasl10a	0	0	0	0	0	1	0	1	1	0	0	1	0	0	3
Rasl10b	3	1	2	16	2	1	4	5	3	6	1	2	0	0	5
Rasl11a	2	1	4	3	1	1	1	4	2	1	0	1	2	1	3
Rasl11b	1288	373	596	2460	427	461	638	967	526	958	110	282	571	180	423
Rasl12	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Rasl2-9	152	25	67	340	105	112	136	204	143	408	45	129	96	33	86
Rassf1	848	395	378	1644	638	566	990	1457	1003	1757	425	640	574	465	597
Rassf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf2	3969	1937	1715	6169	2028	2325	3817	4932	3624	7953	2118	2702	3510	2207	2635
Rassf3	256	40	110	538	329	212	293	360	259	770	121	186	139	134	99
Rassf4	12	5	3	27	6	2	13	12	20	24	9	6	1	6	3
Rassf5	3673	2044	1464	5609	2246	1831	6129	7374	6208	7111	2150	2466	3892	2974	2839
Rassf6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rassf7	146	81	86	191	125	83	192	282	188	311	73	125	103	90	97
Rassf8	8	0	3	13	17	6	7	10	8	1	4	4	0	3	6
Rassf9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Raver1	1940	377	390	3243	571	460	839	842	672	4309	414	504	1526	664	492
Raver1-fdx1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raver2	202	163	180	244	120	111	151	208	175	158	78	60	126	93	158
